world_index,id_fixation,x,y,zoom,etape
35,8,0.0,0.0,0,1
36,8,0.0,0.0,0,1
37,8,0.0,0.0,0,1
38,8,0.0,0.0,0,1
39,8,0.0,0.0,0,1
40,8,0.0,0.0,0,1
40,9,0.0,0.0,0,1
41,9,0.0,0.0,0,1
42,9,0.0,0.0,0,1
43,9,0.0,0.0,0,1
44,9,0.0,0.0,0,1
45,9,0.0,0.0,0,1
53,12,0.0,0.0,0,1
54,12,0.0,0.0,0,1
55,12,0.0,0.0,0,1
57,13,0.0,0.0,0,1
58,13,0.0,0.0,0,1
59,13,0.0,0.0,0,1
60,13,0.0,0.0,0,1
61,13,0.0,0.0,0,1
61,14,0.0,0.0,0,1
62,14,0.0,0.0,0,1
63,14,0.0,0.0,0,1
64,14,0.0,0.0,0,1
71,15,0.0,0.0,0,1
72,15,0.0,0.0,0,1
73,15,0.0,0.0,0,1
74,15,0.0,0.0,0,1
75,15,0.0,0.0,0,1
76,15,0.0,0.0,0,1
76,16,0.0,0.0,0,1
77,16,0.0,0.0,0,1
78,16,0.0,0.0,0,1
90,18,0.0,0.0,0,1
91,18,0.0,0.0,0,1
92,18,0.0,0.0,0,1
93,18,0.0,0.0,0,1
94,18,0.0,0.0,0,1
94,19,0.0,0.0,0,1
95,19,0.0,0.0,0,1
96,19,0.0,0.0,0,1
97,19,0.0,0.0,0,1
97,20,0.0,0.0,0,1
98,20,0.0,0.0,0,1
99,20,0.0,0.0,0,1
100,20,0.0,0.0,0,1
101,20,0.0,0.0,0,1
102,20,0.0,0.0,0,1
102,21,0.0,0.0,0,1
103,21,0.0,0.0,0,1
104,21,0.0,0.0,0,1
105,21,0.0,0.0,0,1
149,33,260384.6923198366,6255377.369186888,19.0,1
150,33,260383.57919744786,6255376.3081695,19.0,1
151,33,260382.62197574976,6255375.100883095,19.0,1
153,34,260316.32919212754,6255334.282332122,19.0,1
154,34,260313.93151638782,6255333.955350712,19.0,1
154,35,260320.80891518402,6255333.638690782,19.0,1
155,35,260316.65021941272,6255332.706451636,19.0,1
156,35,260315.15003618595,6255332.097599641,19.0,1
157,35,260312.07581124635,6255330.438359269,19.0,1
158,35,260309.8447655818,6255329.256578643,19.0,1
159,35,260308.4004674136,6255328.961330498,19.0,1
159,36,260315.83827153078,6255331.90235645,19.0,1
160,36,260313.98533416048,6255331.541892697,19.0,1
