world_index,id_fixation,x,y,zoom,etape
25,7,0.0,0.0,0,1
122,23,260423.7765802708,6255389.929582306,19.0,1
123,23,260422.8464383091,6255387.676501254,19.0,1
124,23,260420.623576363,6255386.517708505,19.0,1
124,24,260311.58166158324,6255353.526010755,19.0,1
125,24,260310.73245130063,6255353.755620439,19.0,1
126,24,260307.66345437322,6255353.334092734,19.0,1
127,24,260303.43289906165,6255352.20732156,19.0,1
128,24,260299.38658846766,6255351.47866736,19.0,1
129,25,260299.6980139788,6255343.415323467,19.0,1
130,25,260297.84456405826,6255343.584561142,19.0,1
130,26,260278.63315686796,6255375.367876909,19.0,1
131,26,260277.30517342873,6255376.882827989,19.0,1
132,26,260277.2780424373,6255376.996979329,19.0,1
133,26,260276.72226715327,6255375.037109034,19.0,1
133,27,260289.66781629488,6255378.540953564,19.0,1
134,27,260288.7595602274,6255377.809224063,19.0,1
135,27,260286.14095825967,6255375.297875363,19.0,1
136,27,260284.75040952407,6255373.959638784,19.0,1
137,28,260287.30333672414,6255298.4870551685,19.0,1
138,28,260286.20675262235,6255297.074684608,19.0,1
139,28,260283.5348966872,6255295.13476533,19.0,1
140,28,260281.66335374405,6255294.815308798,19.0,1
140,29,260312.4950773229,6255298.757547138,19.0,1
141,29,260308.92084256271,6255298.462856391,19.0,1
142,29,260307.9474413628,6255296.385307771,19.0,1
143,29,260308.10821128052,6255295.633934782,19.0,1
144,29,260308.624673963,6255294.314870784,19.0,1
146,30,260308.16384006393,6255377.799594525,19.0,1
147,30,260307.9728638535,6255376.805541823,19.0,1
148,30,260306.75241344955,6255372.902926818,19.0,1
149,31,260327.46670329774,6255371.901301186,19.0,1
150,31,260326.8757841539,6255371.062839508,19.0,1
151,31,260326.059137895,6255368.275194208,19.0,1
152,31,260326.004500042,6255366.898958437,19.0,1
153,32,260215.2719298328,6255299.452171207,19.0,1
154,32,260214.30857461708,6255299.747515456,19.0,1
155,32,260215.20546061228,6255301.7490368625,19.0,1
156,32,260216.33278064203,6255302.022940494,19.0,1
157,33,260237.4628085128,6255293.195009428,19.0,1
158,33,260237.23985771142,6255292.291668504,19.0,1
159,33,260236.6895667147,6255291.878299958,19.0,1
159,34,260298.39133554354,6255264.335978442,19.0,1
160,34,260298.48786583418,6255264.57910984,19.0,1
161,34,260298.7440896871,6255263.243823628,19.0,1
162,34,260299.35545958453,6255262.2104839515,19.0,1
163,34,260300.7713112158,6255261.4065521415,19.0,1
164,34,260300.73502266052,6255260.813211198,19.0,1
164,35,260285.68649706827,6255259.197236471,19.0,1
165,35,260285.0599556844,6255258.441615722,19.0,1
166,35,260285.58385034505,6255257.064678398,19.0,1
168,36,260291.4877112613,6255364.860302768,19.0,1
169,36,260291.13058335587,6255364.208684864,19.0,1
170,36,260290.60981525158,6255363.724517117,19.0,1
171,36,260290.81234092687,6255364.098762063,19.0,1
172,36,260290.5144296564,6255364.828473399,19.0,1
172,37,260279.09028332046,6255353.576272711,19.0,1
173,37,260278.90808880376,6255353.64940722,19.0,1
174,37,260279.32366451874,6255353.699880603,19.0,1
175,37,260279.3197520521,6255354.206844022,19.0,1
176,37,260278.3048342847,6255354.706445937,19.0,1
177,38,260278.23769020644,6255348.851053051,19.0,1
178,38,260278.9274461169,6255348.781320594,19.0,1
179,38,260278.97524996704,6255348.867179162,19.0,1
180,38,260277.7567130839,6255348.998321542,19.0,1
181,38,260277.56354999254,6255349.057713298,19.0,1
181,39,260275.7331477467,6255350.209894149,19.0,1
182,39,260275.6157737473,6255350.847211901,19.0,1
183,39,260274.8588054185,6255352.003371423,19.0,1
184,39,260274.8421304515,6255352.736907664,19.0,1
184,40,260233.7346207528,6255360.79517731,19.0,1
185,40,260233.8401462997,6255361.378043008,19.0,1
186,40,260234.30803630676,6255361.441067464,19.0,1
187,40,260235.678732264,6255362.040597452,19.0,1
188,40,260236.18608009515,6255362.630324916,19.0,1
189,40,260235.6820467554,6255363.119028733,19.0,1
189,41,260233.58736507577,6255365.217902646,19.0,1
190,41,260232.29930929834,6255365.635009605,19.0,1
191,41,260232.2160711433,6255365.849838621,19.0,1
191,42,260278.12079458722,6255350.871795091,19.0,1
192,42,260278.00617127394,6255351.527776077,19.0,1
193,42,260277.6539125956,6255351.849740902,19.0,1
194,42,260277.15936997734,6255352.583757659,19.0,1
195,42,260277.27544551622,6255352.832607197,19.0,1
196,43,260432.21117496278,6255301.689145369,19.0,1
197,43,260432.20068476835,6255300.759299193,19.0,1
198,43,260432.96100175855,6255299.791136683,19.0,1
199,43,260435.01434626325,6255298.935270722,19.0,1
200,43,260434.42409343467,6255298.972030183,19.0,1
201,44,260292.7833698669,6255356.6163425855,19.0,1
202,44,260292.56886760157,6255355.778130776,19.0,1
203,44,260292.98358906622,6255355.471504017,19.0,1
204,44,260293.43963916326,6255355.990326566,19.0,1
205,44,260293.5382538248,6255356.286824052,19.0,1
205,45,260294.95219193524,6255358.530160244,19.0,1
206,45,260295.37837743972,6255358.574925099,19.0,1
207,45,260295.64297294614,6255358.406821441,19.0,1
208,45,260295.98045309327,6255358.255824148,19.0,1
209,45,260296.10508822076,6255358.36912978,19.0,1
210,45,260296.27419562195,6255358.481666586,19.0,1
210,46,260297.87449699087,6255356.612094826,19.0,1
211,46,260292.7157348794,6255355.534009515,19.0,1
212,46,260291.9522742479,6255354.502034504,19.0,1
213,46,260286.35644234336,6255355.452117659,19.0,1
215,47,260220.42929837707,6255338.036828229,19.0,1
216,47,260204.7230666393,6255341.851866199,19.0,1
