world_index,id_fixation,x,y,zoom,etape
241,56,0.0,0.0,0,1
242,56,0.0,0.0,0,1
243,56,0.0,0.0,0,1
244,56,0.0,0.0,0,1
245,57,0.0,0.0,0,1
246,57,0.0,0.0,0,1
247,57,0.0,0.0,0,1
248,57,0.0,0.0,0,1
263,61,0.0,0.0,0,1
264,61,0.0,0.0,0,1
265,61,0.0,0.0,0,1
266,61,0.0,0.0,0,1
267,61,0.0,0.0,0,1
268,61,0.0,0.0,0,1
275,63,0.0,0.0,0,1
276,63,0.0,0.0,0,1
277,63,0.0,0.0,0,1
278,63,0.0,0.0,0,1
279,63,0.0,0.0,0,1
358,82,260454.29839890415,6255416.079311293,19.0,1
359,82,260453.17048089916,6255414.76738776,19.0,1
360,82,260452.8205799518,6255413.957045869,19.0,1
361,83,260459.86189230703,6255413.343926894,19.0,1
362,83,260459.10106276665,6255413.134095242,19.0,1
363,83,260456.37911359037,6255413.151874328,19.0,1
366,84,260365.47983629085,6255368.068418637,19.0,1
367,84,260364.59717356414,6255368.204616044,19.0,1
368,84,260364.2011601824,6255367.644123162,19.0,1
369,84,260364.2508092133,6255365.854451573,19.0,1
370,85,260337.82354923425,6255342.396437707,19.0,1
371,85,260336.5395426035,6255341.258710773,19.0,1
372,85,260331.74343938378,6255341.132142903,19.0,1
373,85,260329.20079735803,6255341.360445583,19.0,1
374,85,260328.02422125253,6255341.159762953,19.0,1
374,86,260337.03440983692,6255339.93829172,19.0,1
375,86,260334.14847876158,6255338.694562994,19.0,1
376,87,260287.28321058568,6255293.028347318,19.0,1
377,87,260285.90081139852,6255292.026942723,19.0,1
378,87,260284.68488852147,6255288.447772532,19.0,1
378,88,260293.2908287506,6255294.856902247,19.0,1
379,88,260292.34633538287,6255292.954347881,19.0,1
380,88,260288.37032959348,6255290.706369907,19.0,1
380,89,260269.29712302636,6255295.732190658,19.0,1
381,89,260266.5076880717,6255293.046501206,19.0,1
382,89,260261.7860327708,6255289.761003068,19.0,1
382,90,260269.22176105963,6255295.284282635,19.0,1
383,90,260268.2934386512,6255293.463569724,19.0,1
384,90,260268.2166927989,6255289.626333702,19.0,1
385,90,260269.26922320962,6255284.3117806,19.0,1
386,91,260285.101694357,6255299.343132556,19.0,1
387,91,260285.08314003918,6255295.727481603,19.0,1
388,91,260284.31057309883,6255295.110999017,19.0,1
389,91,260284.253987555,6255295.177348643,19.0,1
390,91,260284.78575840394,6255292.737135506,19.0,1
391,92,260347.069733023,6255306.168831053,19.0,1
392,92,260346.16612407746,6255305.791549246,19.0,1
393,92,260344.95354986182,6255305.6907850765,19.0,1
394,92,260343.70926587284,6255305.565956675,19.0,1
395,92,260340.83659276308,6255306.9271523,19.0,1
396,92,260338.13837466182,6255306.946353713,19.0,1
396,93,260343.9316784965,6255310.654061888,19.0,1
397,93,260335.04978123115,6255312.203744653,19.0,1
398,93,260331.6872297101,6255313.537752693,19.0,1
399,93,260329.46556371453,6255314.956985019,19.0,1
400,93,260329.74105945553,6255315.170987548,19.0,1
401,94,260336.52727556834,6255323.825481232,19.0,1
402,94,260332.12899674114,6255323.919316363,19.0,1
403,95,260343.30016537555,6255337.093695684,19.0,1
404,95,260339.76394475639,6255337.434842701,19.0,1
405,95,260338.19402053024,6255336.643990532,19.0,1
405,96,260347.83377454474,6255341.066696648,19.0,1
406,96,260342.80926186382,6255339.157165191,19.0,1
407,96,260339.86734321993,6255338.2378807515,19.0,1
408,96,260336.59260863587,6255337.796959428,19.0,1
408,97,260344.8706192369,6255342.584588485,19.0,1
409,97,260340.91573051643,6255340.883254926,19.0,1
410,97,260339.54144670768,6255340.011714539,19.0,1
411,97,260340.47201579457,6255338.335483126,19.0,1
412,97,260340.27635829218,6255337.043971906,19.0,1
413,97,260341.04540572103,6255336.452553025,19.0,1
413,98,260341.3932393825,6255345.248952644,19.0,1
414,98,260341.86147108968,6255344.187646946,19.0,1
415,98,260343.19528051637,6255344.611327361,19.0,1
416,98,260344.28626073583,6255345.733331818,19.0,1
417,98,260344.7087217087,6255345.5427208,19.0,1
418,98,260344.942154162,6255345.5228851065,19.0,1
418,99,260346.63654266557,6255341.580867804,19.0,1
419,99,260347.798767365,6255340.895402365,19.0,1
420,99,260347.6294720287,6255340.606862222,19.0,1
421,99,260346.21614897854,6255340.517294072,19.0,1
422,99,260347.2158098345,6255340.650800589,19.0,1
423,99,260347.2908642711,6255340.011214802,19.0,1
423,100,260346.10053473484,6255346.908096913,19.0,1
424,100,260345.070360056,6255345.799912091,19.0,1
425,100,260344.44135843113,6255345.676457965,19.0,1
426,101,260304.673287669,6255298.513262502,19.0,1
427,101,260304.63016511084,6255298.059453744,19.0,1
428,101,260304.39838990322,6255297.84196267,19.0,1
428,102,260307.82145651974,6255293.333782399,19.0,1
429,102,260307.99047849592,6255293.968399652,19.0,1
430,102,260307.91709839003,6255294.267059459,19.0,1
431,102,260307.95205431475,6255293.338923918,19.0,1
432,102,260307.72188509782,6255292.500020166,19.0,1
433,102,260307.4311666154,6255292.053678624,19.0,1
433,103,260319.48340907085,6255302.241719351,19.0,1
434,103,260319.44445525442,6255302.751911836,19.0,1
435,103,260319.60932557387,6255302.98913289,19.0,1
436,103,260321.26648584672,6255304.502392554,19.0,1
437,103,260319.78543782802,6255304.086410002,19.0,1
438,103,260319.12467517477,6255303.921391256,19.0,1
438,104,260323.53337585635,6255303.438088437,19.0,1
439,104,260324.20654222483,6255302.999146839,19.0,1
440,104,260324.24260867503,6255303.064304785,19.0,1
441,105,260307.45195906915,6255278.970395494,19.0,1
442,105,260307.71775052606,6255279.0456250515,19.0,1
443,105,260308.12355361696,6255280.011096673,19.0,1
444,105,260307.70908842742,6255280.232537586,19.0,1
445,106,260261.4167488828,6255296.416012732,19.0,1
446,106,260259.67505199433,6255296.172487311,19.0,1
447,106,260259.88405288736,6255297.189114647,19.0,1
448,106,260259.7708817997,6255298.915569573,19.0,1
449,106,260258.10334238494,6255299.354290134,19.0,1
449,107,260260.0746703126,6255296.702794189,19.0,1
450,107,260259.96956334836,6255297.279413181,19.0,1
451,107,260258.6308163546,6255298.034908996,19.0,1
452,107,260258.9853815089,6255298.210162728,19.0,1
453,107,260258.2250986887,6255297.801772326,19.0,1
454,108,260337.33397835307,6255336.837580748,19.0,1
455,108,260336.80673503104,6255337.159814662,19.0,1
456,108,260336.6677314125,6255337.181803066,19.0,1
457,108,260337.10377496612,6255337.6065982785,19.0,1
458,108,260337.28803676873,6255337.735645609,19.0,1
458,109,260336.40896189352,6255336.560323115,19.0,1
459,109,260336.97158826547,6255336.768886206,19.0,1
460,109,260336.9130550308,6255336.798312995,19.0,1
461,109,260337.19574355986,6255337.08202876,19.0,1
462,109,260337.02350960232,6255337.297453616,19.0,1
463,109,260338.84940140625,6255338.579892697,19.0,1
463,110,260335.56238270202,6255341.842210752,19.0,1
464,110,260335.44116457595,6255342.218223997,19.0,1
465,110,260337.08908185994,6255343.29851968,19.0,1
466,110,260337.47691152326,6255344.1240843125,19.0,1
467,110,260337.7130434077,6255347.445794124,19.0,1
467,111,260372.52012354566,6255369.050420003,19.0,1
468,111,260374.32583795607,6255373.450714861,19.0,1
469,111,260377.68013741865,6255379.929855732,19.0,1
481,115,260390.95956177087,6255415.7661302965,19.0,1
482,115,260391.90318380325,6255413.368663848,19.0,1
483,115,260389.77010357,6255409.253391759,19.0,1
484,115,260387.41184294186,6255408.402206022,19.0,1
485,115,260385.20784284372,6255407.845768694,19.0,1
485,116,260417.81189672893,6255416.914217153,19.0,1
486,116,260418.20444185426,6255416.664790997,19.0,1
487,116,260418.4747608381,6255416.604130679,19.0,1
488,117,260334.2558580318,6255396.130850485,19.0,1
489,117,260333.24845766756,6255395.156633476,19.0,1
490,117,260332.39489070812,6255393.801463519,19.0,1
491,117,260332.0248807073,6255393.1088480055,19.0,1
492,117,260330.51550574668,6255391.945153995,19.0,1
492,118,260313.27097583964,6255382.2510739295,19.0,1
493,118,260312.8909198546,6255381.671783268,19.0,1
494,118,260313.50724440414,6255381.443711236,19.0,1
495,118,260314.14629201326,6255381.61020036,19.0,1
496,118,260314.77476400294,6255381.84063653,19.0,1
497,118,260315.252238699,6255382.647249619,19.0,1
497,119,260316.30236866622,6255382.442050139,19.0,1
498,119,260315.81645397661,6255382.363399309,19.0,1
499,119,260317.50633203823,6255381.815918796,19.0,1
500,119,260318.0597495913,6255381.76108233,19.0,1
506,121,260365.08566808986,6255383.0650293,19.0,1
507,121,260363.8604680539,6255382.695185877,19.0,1
508,121,260363.52806215393,6255382.610615092,19.0,1
509,121,260364.70996878165,6255381.400906886,19.0,1
