world_index,id_fixation,x,y,zoom,etape
96,12,0.0,0.0,0,1
173,30,260331.44088099137,6255404.396491541,19.0,1
174,30,260321.4791429313,6255407.000637457,19.0,1
175,30,260312.19267269556,6255409.944027547,19.0,1
176,30,260309.25505947348,6255418.4518678,19.0,1
179,31,260243.486478042,6255400.611929663,19.0,1
180,31,260233.9234784223,6255394.472897895,19.0,1
181,31,260229.21960007143,6255393.24562203,19.0,1
182,31,260224.6213668625,6255387.580859383,19.0,1
182,32,260242.88630736675,6255378.277284919,19.0,1
183,32,260240.4237085997,6255373.2213358255,19.0,1
184,32,260237.0230318851,6255369.958287386,19.0,1
185,32,260233.13143457376,6255367.236568858,19.0,1
186,33,260245.31073822774,6255369.364081514,19.0,1
187,33,260243.57157846284,6255368.081027373,19.0,1
188,33,260238.48256133724,6255363.327341954,19.0,1
188,34,260261.0211797112,6255358.13871283,19.0,1
189,34,260260.52304924143,6255357.844771688,19.0,1
190,34,260258.65074601548,6255354.267158368,19.0,1
191,34,260256.23186778184,6255351.8190263305,19.0,1
192,34,260253.367284423,6255350.253255897,19.0,1
192,35,260269.41979337804,6255355.7822824335,19.0,1
193,35,260267.10984060777,6255354.115815103,19.0,1
194,35,260262.1173110603,6255351.825619007,19.0,1
195,35,260259.0877463295,6255350.50289348,19.0,1
195,36,260277.02593607112,6255347.635328787,19.0,1
196,36,260276.3733058813,6255347.5104715545,19.0,1
197,36,260275.98450237256,6255347.401529006,19.0,1
198,36,260275.66716544892,6255348.027199054,19.0,1
199,36,260277.2162630513,6255349.747983894,19.0,1
200,37,260323.25135364258,6255364.129995593,19.0,1
201,37,260319.99394325583,6255361.264314522,19.0,1
202,37,260320.67237180652,6255360.5588788465,19.0,1
203,37,260323.9540258185,6255362.459568812,19.0,1
204,37,260325.8613276817,6255359.876065856,19.0,1
205,37,260323.38253232784,6255359.319859175,19.0,1
206,37,260320.18126327472,6255356.463634656,19.0,1
206,38,260323.94884906133,6255353.143635481,19.0,1
207,38,260322.00015022568,6255353.102830077,19.0,1
208,38,260324.49507382634,6255355.367866363,19.0,1
209,38,260319.15267750155,6255352.914967609,19.0,1
210,38,260319.3043069404,6255352.40646654,19.0,1
211,38,260323.12145633288,6255354.012638745,19.0,1
212,38,260319.8219484884,6255352.536263475,19.0,1
213,39,260293.37280261514,6255306.939972463,19.0,1
214,39,260296.97685071288,6255308.326808413,19.0,1
215,39,260297.96588469436,6255305.916541023,19.0,1
215,40,260317.3354819663,6255305.478560457,19.0,1
216,40,260314.33192061645,6255304.944082702,19.0,1
217,40,260313.9231618193,6255307.219027225,19.0,1
218,40,260318.2150181367,6255305.86271364,19.0,1
218,41,260296.9741171117,6255288.366796005,19.0,1
219,41,260294.43219265627,6255286.195296929,19.0,1
220,41,260294.26402493045,6255285.668536259,19.0,1
221,41,260295.43098217688,6255284.984445096,19.0,1
222,41,260295.67979113664,6255286.025732504,19.0,1
223,41,260295.26443752673,6255285.731493442,19.0,1
224,41,260299.48228159297,6255285.660002298,19.0,1
224,42,260288.67649292242,6255289.483149596,19.0,1
225,42,260288.8388346608,6255289.563914696,19.0,1
226,42,260288.753853835,6255289.457980176,19.0,1
227,42,260286.40324729012,6255289.929923601,19.0,1
228,42,260287.18767122546,6255290.354257518,19.0,1
229,42,260288.5698141375,6255288.436095998,19.0,1
230,42,260288.65255682735,6255287.857833641,19.0,1
233,43,260218.84096220825,6255302.019442339,19.0,1
234,43,260218.57544411145,6255301.6563838,19.0,1
235,43,260218.55666768854,6255301.121002676,19.0,1
235,44,260203.30952034515,6255288.877353682,19.0,1
236,44,260203.34087133338,6255288.460775291,19.0,1
237,44,260203.44700339806,6255288.294228504,19.0,1
238,44,260202.7715390961,6255288.374090235,19.0,1
239,44,260202.49112287303,6255288.026437034,19.0,1
240,44,260202.29071573864,6255287.898562162,19.0,1
241,44,260201.9750446032,6255287.864685796,19.0,1
242,44,260201.6480375655,6255288.598308531,19.0,1
244,45,260169.8504430036,6255421.391375323,19.0,1
245,45,260168.81571944163,6255421.013074822,19.0,1
246,45,260167.5004088065,6255421.756682675,19.0,1
247,45,260166.76639845612,6255422.396652875,19.0,1
248,45,260166.37179458744,6255422.9215875855,19.0,1
249,45,260166.3823958344,6255423.529440107,19.0,1
250,46,260137.0863784157,6255425.598041522,19.0,1
251,46,260137.00543392287,6255426.123687397,19.0,1
255,47,260375.1888016695,6255297.882114573,19.0,1
256,47,260375.74437193346,6255297.576102873,19.0,1
257,47,260382.49019908925,6255298.8321135845,19.0,1
258,47,260376.55177520346,6255298.114991764,19.0,1
259,47,260375.44770786853,6255297.905669459,19.0,1
260,48,260298.27623385008,6255328.054385705,19.0,1
261,48,260300.3961415428,6255329.409536441,19.0,1
262,48,260298.76020084886,6255329.517556399,19.0,1
263,48,260295.77044418483,6255329.412688625,19.0,1
263,49,260282.39341318648,6255342.921468521,19.0,1
264,49,260279.59640957363,6255342.394208114,19.0,1
265,49,260277.55357234832,6255342.686669267,19.0,1
266,49,260276.9418094957,6255343.559516657,19.0,1
267,49,260275.45688318036,6255343.2164667975,19.0,1
267,50,260265.2171378832,6255359.178895052,19.0,1
268,50,260265.20464020045,6255359.758320257,19.0,1
269,50,260263.5850327734,6255358.372551053,19.0,1
270,50,260262.94311488306,6255358.541807948,19.0,1
271,50,260263.40364125202,6255359.361933141,19.0,1
272,50,260262.7501311843,6255359.767450058,19.0,1
273,50,260263.03395586633,6255360.41418592,19.0,1
273,51,260272.16745549013,6255342.470187277,19.0,1
274,51,260271.4252998626,6255342.223548112,19.0,1
275,51,260271.4746926184,6255343.505852649,19.0,1
276,51,260270.1801103682,6255341.715585221,19.0,1
277,51,260269.69616045442,6255342.139496284,19.0,1
278,51,260271.78598144947,6255343.257675835,19.0,1
279,51,260272.16043355217,6255343.372634442,19.0,1
