world_index,id_fixation,x,y,zoom,etape
79,5,0.0,0.0,0,1
80,5,0.0,0.0,0,1
81,5,0.0,0.0,0,1
82,5,0.0,0.0,0,1
83,5,0.0,0.0,0,1
89,6,0.0,0.0,0,1
90,6,0.0,0.0,0,1
91,6,0.0,0.0,0,1
92,6,0.0,0.0,0,1
99,8,0.0,0.0,0,1
100,8,0.0,0.0,0,1
101,8,0.0,0.0,0,1
102,8,0.0,0.0,0,1
103,8,0.0,0.0,0,1
303,38,260280.5110896038,6255285.565984571,19.0,1
304,38,260277.56389169267,6255285.562053951,19.0,1
305,38,260276.00801134246,6255285.026307635,19.0,1
306,38,260274.64314137268,6255284.651313083,19.0,1
307,38,260273.23897588637,6255284.639511615,19.0,1
311,39,260323.20310558227,6255294.279908452,19.0,1
312,39,260320.998815039,6255292.969493739,19.0,1
313,39,260319.37018672816,6255291.915914737,19.0,1
314,39,260318.97268695076,6255291.314414634,19.0,1
325,40,260297.2321690604,6255292.919222174,19.0,1
326,40,260295.86786289586,6255291.883316543,19.0,1
327,40,260296.03281864032,6255290.551836017,19.0,1
328,40,260294.10058975162,6255289.941542475,19.0,1
329,40,260293.44119389894,6255289.111883847,19.0,1
332,41,260316.1465704856,6255317.254408073,19.0,1
333,41,260317.16124906292,6255316.351172862,19.0,1
334,41,260315.52778569504,6255316.297681839,19.0,1
335,41,260314.72448282674,6255315.630552885,19.0,1
336,42,260308.0687961689,6255323.044835219,19.0,1
337,42,260307.28833595524,6255323.199772743,19.0,1
338,42,260307.05533062713,6255321.754669443,19.0,1
339,42,260307.78675687013,6255320.6636870885,19.0,1
340,42,260306.03140906093,6255320.811455315,19.0,1
340,43,260306.15985414502,6255324.206953137,19.0,1
341,43,260307.12519122154,6255323.764609487,19.0,1
342,43,260306.185908781,6255323.635735142,19.0,1
344,44,260294.28662839497,6255304.447210115,19.0,1
345,44,260294.27243075398,6255303.961053032,19.0,1
346,44,260292.97501239262,6255303.591151949,19.0,1
