world_index,id_fixation,x,y,zoom,etape
82,26,0.0,0.0,0,1
83,26,0.0,0.0,0,1
84,26,0.0,0.0,0,1
84,27,0.0,0.0,0,1
85,27,0.0,0.0,0,1
85,28,0.0,0.0,0,1
86,28,0.0,0.0,0,1
87,28,260424.55890275026,6255366.219662823,19.0,1
92,30,260373.12272883442,6255325.546323733,19.0,1
93,30,260370.10056191173,6255326.3885526555,19.0,1
94,30,260362.668652122,6255327.585748229,19.0,1
111,34,260250.60922608402,6255301.865042994,19.0,1
112,34,260248.9918653354,6255300.896736329,19.0,1
113,34,260248.5382754794,6255300.500118566,19.0,1
114,35,260389.24602097427,6255343.78791544,19.0,1
115,35,260388.78515290518,6255343.4757723585,19.0,1
116,35,260387.9588194472,6255342.681825668,19.0,1
117,35,260386.94004046818,6255342.862172867,19.0,1
118,36,260366.37155407137,6255309.82132796,19.0,1
119,36,260364.72426893268,6255310.444979842,19.0,1
120,36,260363.6296496067,6255310.521823933,19.0,1
122,37,260276.31385005626,6255307.153734734,19.0,1
123,37,260274.31955133643,6255307.364565859,19.0,1
124,37,260272.2032144102,6255307.30540475,19.0,1
125,37,260271.07931138188,6255306.82360114,19.0,1
128,38,260240.56447197398,6255390.965190017,19.0,1
129,38,260235.47531816832,6255389.965717096,19.0,1
130,38,260235.02564077897,6255389.620822056,19.0,1
131,38,260235.03108235376,6255389.482433498,19.0,1
134,39,260384.6723303782,6255412.819530361,19.0,1
135,39,260384.68235927742,6255412.439769092,19.0,1
135,40,260385.39309557673,6255402.096550585,19.0,1
136,40,260384.13936357875,6255402.0057715345,19.0,1
137,40,260383.99133907643,6255402.074254651,19.0,1
138,40,260384.45297597084,6255401.962736537,19.0,1
139,40,260383.4534347099,6255401.5182209555,19.0,1
139,41,260384.9271190905,6255399.478027635,19.0,1
140,41,260384.14131126957,6255399.364664341,19.0,1
141,41,260383.0823312686,6255398.969526566,19.0,1
142,41,260381.99926140753,6255399.096171318,19.0,1
143,41,260380.77855472846,6255398.130392166,19.0,1
143,42,260390.10189440972,6255389.729130323,19.0,1
144,42,260388.98574797466,6255388.678165327,19.0,1
145,42,260388.47897249126,6255388.788549422,19.0,1
146,42,260387.93560092244,6255389.111071645,19.0,1
147,43,260328.3489559843,6255385.696276308,19.0,1
148,43,260328.7022910181,6255385.268098265,19.0,1
149,43,260329.1055142729,6255384.699282849,19.0,1
150,43,260330.01424872057,6255384.03321103,19.0,1
150,44,260320.99972054438,6255372.634626,19.0,1
151,44,260322.01684227772,6255372.573542829,19.0,1
152,44,260324.41549186283,6255372.08693406,19.0,1
152,45,260312.90679182627,6255354.400280473,19.0,1
153,45,260313.7655013729,6255354.052790647,19.0,1
154,45,260314.17684000614,6255352.985795642,19.0,1
154,46,260324.44829507664,6255378.416423082,19.0,1
155,46,260325.42222591178,6255376.972146271,19.0,1
156,46,260326.02553168585,6255375.2226842465,19.0,1
157,47,260411.42753707035,6255380.904495595,19.0,1
158,47,260413.16053769016,6255373.847121198,19.0,1
159,47,260413.70209824824,6255373.815983772,19.0,1
168,48,260405.53450804867,6255399.76355014,19.0,1
169,48,260406.35969681118,6255399.105704752,19.0,1
170,48,260406.95416963653,6255399.261257335,19.0,1
171,48,260407.32392336224,6255399.383366017,19.0,1
172,48,260407.80780493602,6255400.708801654,19.0,1
175,49,260344.89788690838,6255342.16911528,19.0,1
176,49,260345.00823896987,6255342.17157552,19.0,1
177,49,260344.77284174072,6255342.541803355,19.0,1
178,49,260345.03480615604,6255343.584772569,19.0,1
179,49,260345.28270961044,6255344.024386889,19.0,1
180,50,260340.083639411,6255341.651618954,19.0,1
181,50,260341.41174244529,6255342.017945,19.0,1
182,50,260341.86786088237,6255341.854896369,19.0,1
183,51,260410.10883079004,6255337.267911502,19.0,1
184,51,260410.73081047696,6255337.055907919,19.0,1
185,51,260413.68016109898,6255337.3520402135,19.0,1
185,52,260408.31907377634,6255334.003748267,19.0,1
186,52,260410.13401409064,6255333.874681715,19.0,1
187,52,260412.369399347,6255333.802373693,19.0,1
187,53,260394.86370801998,6255341.784375867,19.0,1
188,53,260395.62279488967,6255342.735624219,19.0,1
189,53,260394.69449810873,6255342.379408226,19.0,1
190,53,260393.20113179984,6255341.0160310585,19.0,1
191,53,260392.98926062562,6255340.5241558375,19.0,1
192,54,260394.39832950901,6255351.344622665,19.0,1
193,54,260394.55853562147,6255351.197796249,19.0,1
194,54,260395.2491286973,6255350.785744316,19.0,1
195,54,260394.9905129434,6255350.757739854,19.0,1
195,55,260410.80347301255,6255362.654043177,19.0,1
196,55,260409.29551610752,6255363.515089098,19.0,1
197,55,260408.6799603833,6255364.194307831,19.0,1
198,55,260407.1065166457,6255364.887326978,19.0,1
198,56,260400.77377079384,6255353.495565273,19.0,1
199,56,260400.4447818953,6255353.039056016,19.0,1
200,56,260399.28390691144,6255352.714900039,19.0,1
201,56,260398.3867048436,6255353.308394748,19.0,1
202,56,260397.0189304226,6255354.645343545,19.0,1
202,57,260397.81023961585,6255343.6703812685,19.0,1
203,57,260397.48878520547,6255344.533041723,19.0,1
204,57,260397.12331981657,6255346.826428443,19.0,1
217,61,260280.15669529955,6255374.008151662,19.0,1
218,61,260279.26371322852,6255373.772602803,19.0,1
219,61,260277.90677070207,6255372.652385865,19.0,1
222,62,260254.9333645225,6255342.842567822,19.0,1
223,62,260255.2320360758,6255342.783637361,19.0,1
224,63,260246.0458890023,6255338.019937993,19.0,1
225,63,260245.80591299126,6255338.126035888,19.0,1
226,63,260244.82595969108,6255338.823917855,19.0,1
227,63,260243.9241275863,6255339.842592188,19.0,1
228,63,260242.3701522144,6255342.637925741,19.0,1
228,64,260383.28943572583,6255334.452723035,19.0,1
229,64,260382.78964801037,6255335.275443014,19.0,1
230,64,260383.50156317517,6255336.066314404,19.0,1
230,65,260351.4606823821,6255318.651997967,19.0,1
231,65,260351.71251538815,6255319.140125165,19.0,1
232,65,260351.40286671775,6255321.310461392,19.0,1
232,66,260337.16553726714,6255308.267397436,19.0,1
233,66,260335.8019145029,6255311.368358276,19.0,1
234,67,260361.24750413853,6255314.597712945,19.0,1
235,67,260360.82599992602,6255314.829206251,19.0,1
236,67,260361.3283674776,6255314.404487921,19.0,1
237,67,260362.1174897899,6255314.1329195965,19.0,1
238,67,260362.73448065473,6255314.864072479,19.0,1
238,68,260368.36515230592,6255325.736300471,19.0,1
239,68,260368.55038795393,6255326.128555152,19.0,1
240,68,260368.37304557924,6255326.624774236,19.0,1
241,68,260368.8084057326,6255326.6394588,19.0,1
241,69,260385.21729085268,6255334.589958355,19.0,1
242,69,260385.41590406134,6255334.554323302,19.0,1
243,69,260384.69811165406,6255335.277691828,19.0,1
244,69,260383.99950570986,6255335.413870013,19.0,1
245,70,260337.56792335658,6255309.561388118,19.0,1
246,70,260336.77613578315,6255309.260662093,19.0,1
247,70,260335.9698088686,6255309.722879877,19.0,1
247,71,260334.46996734198,6255296.778167901,19.0,1
248,71,260333.771873948,6255296.70468742,19.0,1
249,71,260333.38471059996,6255296.382328573,19.0,1
250,71,260333.00491089,6255296.141301834,19.0,1
250,72,260296.08638013786,6255348.532778587,19.0,1
251,72,260294.00173589998,6255347.721571768,19.0,1
252,72,260292.5759920496,6255347.262237078,19.0,1
252,73,260289.3964892956,6255337.197756192,19.0,1
253,73,260288.32865926094,6255337.5356357,19.0,1
254,73,260284.48198697602,6255338.117963222,19.0,1
254,74,260278.61473923022,6255350.608107225,19.0,1
255,74,260274.81349597944,6255350.574509558,19.0,1
256,74,260268.87461079843,6255351.1167236185,19.0,1
257,74,260268.1787213704,6255351.57371339,19.0,1
257,75,260288.27477314824,6255359.965249593,19.0,1
258,75,260289.22056497654,6255360.589497315,19.0,1
259,75,260289.76330440008,6255361.077682175,19.0,1
260,75,260289.49597529252,6255363.165023708,19.0,1
262,76,260215.3996915166,6255315.662555239,19.0,1
263,76,260215.51976494715,6255316.936210492,19.0,1
264,76,260215.35144345625,6255317.154480001,19.0,1
264,77,260221.7946182521,6255330.660780435,19.0,1
265,77,260221.76129394557,6255331.256543178,19.0,1
266,77,260221.27209039207,6255332.062079911,19.0,1
267,77,260220.39644960331,6255332.97888489,19.0,1
267,78,260240.42219657658,6255334.752295822,19.0,1
268,78,260239.6395751095,6255335.225084955,19.0,1
269,78,260237.16442740464,6255336.237185832,19.0,1
270,79,260261.910035753,6255358.867578458,19.0,1
271,79,260261.8876629361,6255359.554216354,19.0,1
272,80,260212.34889012182,6255391.674008524,19.0,1
273,80,260212.14546748367,6255391.668607526,19.0,1
274,80,260211.12105045226,6255391.19541476,19.0,1
275,80,260210.93111642727,6255391.15016939,19.0,1
275,81,260218.62479415475,6255397.234018722,19.0,1
276,81,260219.28470255763,6255396.971445653,19.0,1
277,81,260219.5602837237,6255396.609405807,19.0,1
278,81,260219.78621585883,6255395.373557541,19.0,1
280,82,260281.5770402877,6255349.10909005,19.0,1
281,82,260281.72675620575,6255349.714290124,19.0,1
282,82,260281.78354676967,6255349.896674712,19.0,1
283,82,260281.93389483297,6255351.7487941375,19.0,1
283,83,260275.08114970214,6255359.222910302,19.0,1
284,83,260274.80876343243,6255360.374995049,19.0,1
285,83,260274.26891137508,6255362.541102737,19.0,1
287,84,260246.99794248573,6255323.826999662,19.0,1
288,84,260245.76335423833,6255324.062932934,19.0,1
289,84,260245.2601409789,6255324.83458369,19.0,1
289,85,260247.47550260686,6255314.556753776,19.0,1
290,85,260248.50464364275,6255314.519158218,19.0,1
291,85,260249.31991455858,6255313.87590129,19.0,1
292,86,260238.8717150886,6255303.342187088,19.0,1
293,86,260239.2361810046,6255303.249447534,19.0,1
294,86,260239.3686752354,6255303.45488727,19.0,1
295,86,260239.01137647993,6255303.537045866,19.0,1
296,86,260238.25376746338,6255303.94548432,19.0,1
296,87,260242.63481606083,6255295.025226942,19.0,1
297,87,260242.61826923137,6255296.177378962,19.0,1
298,87,260242.7577341451,6255296.557111399,19.0,1
299,87,260243.03544239455,6255296.611880594,19.0,1
303,88,260292.61128967445,6255369.8632605765,19.0,1
304,88,260292.94229460382,6255369.834621833,19.0,1
305,88,260291.5217445956,6255369.912676824,19.0,1
306,88,260290.3752551878,6255369.872102068,19.0,1
306,89,260322.60547203058,6255366.65158889,19.0,1
307,89,260323.11084654342,6255366.880045335,19.0,1
308,89,260322.97537952138,6255367.175293479,19.0,1
309,89,260322.51816764384,6255368.191699778,19.0,1
310,90,260358.36874876622,6255378.544528602,19.0,1
311,90,260358.6738186547,6255378.745826293,19.0,1
312,90,260360.7107786375,6255378.745095909,19.0,1
312,91,260343.2824653081,6255372.967431262,19.0,1
313,91,260344.47458877013,6255373.452963674,19.0,1
314,91,260345.20095785102,6255374.109002324,19.0,1
315,91,260347.4415882046,6255377.343450461,19.0,1
315,92,260326.44201290625,6255367.807921397,19.0,1
316,92,260327.79172847464,6255369.519672539,19.0,1
317,92,260329.44330195014,6255371.651010102,19.0,1
318,92,260330.11228249187,6255372.572716341,19.0,1
319,93,260358.5598104017,6255373.755688646,19.0,1
320,93,260358.89864026438,6255374.321255775,19.0,1
321,93,260358.32495989278,6255374.582963916,19.0,1
322,94,260359.5498353136,6255357.950273743,19.0,1
323,94,260359.41428286652,6255358.472825095,19.0,1
324,94,260359.43849232173,6255359.574628667,19.0,1
