dist,id_zoom,world_index,world_index_suiv
17.294508995937573,0,1692,1693
0.7688681999141816,0,1693,1694
0.5216946323739633,0,1694,1695
1.8680852393543974,0,1695,1696
1.1575832031471973,0,1696,1697
1.6827837498531186,0,1697,1698
1.6322847126157813,0,1698,1699
0.0,0,1699,1699
14.808174552345793,0,1699,1700
3.1544099793020335,0,1700,1701
1.7968001327591587,0,1701,1702
0.45972029681049087,0,1702,1703
0.8523421445752652,0,1703,1704
1.1388793273630384,0,1704,1705
33.780520092729695,0,1705,1706
0.7334290337375022,0,1706,1707
2.0378251612238016,0,1707,1708
2.8134997543359472,0,1708,1709
2.6733411208704276,0,1709,1710
2.9140722045225256,0,1710,1711
2.6569044129731543,0,1711,1712
51.23285862409378,1,1880,1881
0.8315119950550991,1,1881,1882
0.24965419066273045,1,1882,1883
0.6764999774717192,1,1883,1884
0.6114858409675129,1,1884,1885
556.2655804718497,1,1885,1889
3.584100573390932,1,1889,1890
3.933411184159155,1,1890,1891
2.899608017249191,1,1891,1892
1.694477025680737,1,1892,1893
1.042500129964656,1,1893,1894
1.4151368152883568,1,1894,1895
0.6514380391024057,2,2513,2514
0.17719199456170778,2,2514,2515
1.877701634998498,2,2515,2516
0.0,2,2516,2516
66.93882426153746,2,2516,2517
2.661258703319743,2,2517,2518
0.7147754095404545,2,2518,2519
0.0,2,2519,2519
24.09087155151261,2,2519,2520
1.8303036028994264,2,2520,2521
1.2079992018691292,2,2521,2522
1.1583304779718384,2,2522,2523
0.0,2,2523,2523
39.40318514726927,2,2523,2524
3.14677659256829,2,2524,2525
2.5441081963231986,2,2525,2526
2.1671275075432455,2,2526,2527
1.3555743335990063,2,2527,2528
1.539337989984427,2,2528,2529
3.3832898895631947,3,2876,2877
10.518392230169747,3,2877,2878
9.3941357056992,3,2878,2879
6.91258240068451,3,2879,2880
0.0,3,2880,2880
74.09202752970215,3,2880,2881
11.006540401355082,3,2881,2882
10.542820815345133,3,2882,2883
9.325886477257722,3,2883,2884
2.815807221721713,3,2884,2885
7.861353962067454,3,2885,2886
0.0,3,2886,2886
21.642152092183657,3,2886,2887
13.736521385197943,3,2887,2888
9.27338732594345,3,2888,2889
4.1914871115261505,3,2889,2890
3.473890690766751,3,2890,2891
11.569932571457652,3,2891,2892
4.362932014737931,4,3947,3948
6.4997227734022545,4,3948,3949
7.621916724646823,4,3949,3950
8.17169279308932,4,3950,3951
102.64229102720905,4,3951,3952
6.857445065660417,4,3952,3953
5.435352739012969,4,3953,3954
4.3387002526125595,4,3954,3955
3.6158221505187496,4,3955,3956
3.5153769078963544,4,3956,3957
2.520971148447895,4,3957,3958
2.415759695488449,4,3958,3959
0.847448624616382,5,3998,3999
0.7502744212187111,5,3999,4000
0.7022302090910948,5,4000,4001
0.0,5,4001,4001
31.424056116240322,5,4001,4002
1.2417188047044365,5,4002,4003
1.4081638159011791,5,4003,4004
1.7365235716121241,5,4004,4005
1.6452542729252737,5,4005,4006
1.241436244682229,5,4006,4007
1.2384835145708293,5,4007,4008
0.0,5,4008,4008
5.086863384152728,5,4008,4009
0.4516142261194374,5,4009,4010
1.3521982275781987,5,4010,4011
1.9801526769774036,5,4011,4012
1.2173745768814244,5,4012,4013
1.408304634068563,5,4013,4014
21.32646996280759,6,4884,4885
2.7758636816643922,6,4885,4886
2.7377797077939023,6,4886,4887
2.0335116109305473,6,4887,4888
2.150462027390485,6,4888,4889
2.4229168938769563,6,4889,4890
2.2613747902478094,6,4890,4891
0.0,6,4891,4891
55.190552033717346,6,4891,4892
2.3104376916267557,6,4892,4893
1.5669502322411988,6,4893,4894
2.223077382170548,6,4894,4895
0.0,6,4895,4895
24.654253184242403,6,4895,4896
3.6859354777579734,6,4896,4897
2.170881824923352,6,4897,4898
1.2428934406433931,6,4898,4899
1.4563324289502995,6,4899,4900
1.5307027276135994,6,4900,4901
24.616131024815715,6,4901,4902
1.3733693206524653,6,4902,4903
1.7171732803703068,6,4903,4904
3.089978358672655,6,4904,4905
3.236858965873677,6,4905,4906
1.3227686510895953,6,4906,4907
3.6153580648736985,6,4907,4908
23.186054165351035,7,4934,4935
2.121151856446829,7,4935,4936
3.8158713839674268,7,4936,4937
4.451921920696698,7,4937,4938
3.0219063984957724,7,4938,4939
2.263034668573444,7,4939,4940
146.317845029793,7,4940,4944
1.8834873208492295,7,4944,4945
2.259414571146126,7,4945,4946
2.812194281196603,7,4946,4947
4.376907213240141,8,6211,6212
0.9730692072596006,8,6212,6213
0.8928911175611743,8,6213,6214
1.2001755912377563,8,6214,6215
186.8835908802644,8,6215,6216
1.6152355347281033,8,6216,6217
1.9853464227737236,8,6217,6218
31.182951406393794,8,6218,6219
2.1920898336381796,8,6219,6220
1.2778011582218567,8,6220,6221
1.3373007277943005,8,6221,6222
1.8946338583262725,8,6222,6223
3.2728787206803682,8,6223,6224
2.8207338480226256,8,6224,6225
0.0,8,6225,6225
27.8301955480535,8,6225,6226
0.40521907783654637,8,6226,6227
1.1077874331185535,8,6227,6228
2.0755958161228873,8,6228,6229
2.2765027968306506,8,6229,6230
2.7147049650212156,8,6230,6231
2.5761866912673077,8,6231,6232
0.0,8,6232,6232
29.046454457247652,8,6232,6233
3.0218720041061733,8,6233,6234
2.6398405990168596,8,6234,6235
1.9659814810643357,8,6235,6236
1.103191847613052,8,6236,6237
1.184413332585155,8,6237,6238
28.55408645228789,9,6390,6391
1.3114969226524238,9,6391,6392
1.268647858037639,9,6392,6393
0.0,9,6393,6393
91.96973044128295,9,6393,6394
0.42546624854012494,9,6394,6395
0.5841830521538955,9,6395,6396
0.5293504610457007,9,6396,6397
0.0,9,6397,6397
33.21077864981395,9,6397,6398
2.2210075376827505,9,6398,6399
2.1047043639807144,9,6399,6400
0.8932522292674342,9,6400,6401
0.9521369609127912,9,6401,6402
0.9936483489058661,9,6402,6403
1.19356856590284,9,6403,6404
0.0,9,6404,6404
17.314259871415864,9,6404,6405
0.7368913636970267,9,6405,6406
0.42262777534047435,9,6406,6407
0.7332266410986412,9,6407,6408
35.79842967575578,10,6524,6525
2.179524792744643,10,6525,6526
1.8316198943822917,10,6526,6527
1.1488226977516014,10,6527,6528
0.8021293525273204,10,6528,6529
1.8000105728461984,10,6529,6530
0.8224485829500056,10,6530,6531
0.0,10,6531,6531
25.473437391936603,10,6531,6532
1.1872550110978288,10,6532,6533
0.686876985156689,10,6533,6534
0.2730286418333721,10,6534,6535
0.7667048597127695,10,6535,6536
1.2681512671243718,10,6536,6537
0.0,10,6537,6537
7.016522837209129,10,6537,6538
1.5230412287962916,10,6538,6539
1.062822087594354,10,6539,6540
1.4552444610980029,10,6540,6541
1.2607302651598904,10,6541,6542
1.3740200210518279,10,6542,6543
0.0,10,6543,6543
42.32877706923779,10,6543,6544
0.7911479432619042,10,6544,6545
0.8073307490452745,10,6545,6546
1.2045096088683813,10,6546,6547
1.295776613279487,10,6547,6548
2.018927240534691,10,6548,6549
2.5486579277543,10,6549,6550
0.0,10,6550,6550
17.982284480056762,10,6550,6551
2.7617896390843133,10,6551,6552
1.8457600075323812,10,6552,6553
1.6830107923596493,10,6553,6554
2.150957470405182,10,6554,6555
3.844182273047574,10,6555,6556
40.419921019506276,10,6556,6557
2.555265088239984,10,6557,6558
1.3933990540899701,10,6558,6559
1.8415867802246908,10,6559,6560
1.0593206725072357,11,6589,6590
1.7848969985480998,11,6590,6591
0.0,11,6591,6591
18.111671723272625,11,6591,6592
1.1167569120574823,11,6592,6593
0.6608087000133807,11,6593,6594
1.4925804247770276,11,6594,6595
2.000046664390082,11,6595,6596
4.164198371994869,11,6596,6597
5.490975222375753,11,6597,6598
0.0,11,6598,6598
12.245965315384215,11,6598,6599
5.140169109199572,11,6599,6600
4.011210950409856,12,7055,7056
1.6174166096766551,12,7056,7057
0.349265397336532,12,7057,7058
1.4541961132885655,12,7058,7059
1.1105865096244945,12,7059,7060
1.2000132100735332,12,7060,7061
106.77407056713287,12,7061,7062
1.727522748607649,12,7062,7063
1.2320596995312332,12,7063,7064
1.6632508814003366,12,7064,7065
0.0,12,7065,7065
43.211362605421144,12,7065,7066
2.2004438111515157,12,7066,7067
1.9436520652587497,12,7067,7068
1.5203928319940012,12,7068,7069
1.2017889710785474,12,7069,7070
0.5744095861285863,12,7070,7071
3.345700490904339,13,7497,7498
3.2408828270177024,13,7498,7499
3.9704325445318576,13,7499,7500
4.008644011276676,13,7500,7501
0.0,13,7501,7501
23.65780251078192,13,7501,7502
4.657589407506173,13,7502,7503
3.5801965018962765,13,7503,7504
1.1647234019450874,13,7504,7505
0.08372935558177544,13,7505,7506
0.9506740927313309,13,7506,7507
1.5681113769467836,13,7507,7508
294.74947737699955,13,7508,7511
0.49274232789933525,13,7511,7512
1.3809311582608716,13,7512,7513
9.868474966084408,14,7723,7724
0.4973803472986299,14,7724,7725
0.8556268836982485,14,7725,7726
1.128002604162874,14,7726,7727
0.0,14,7727,7727
72.4975290106791,14,7727,7728
2.2528210006605307,14,7728,7729
3.2389744090086974,14,7729,7730
3.202482282154584,14,7730,7731
2.1540225211029256,14,7731,7732
2.368674175889854,14,7732,7733
0.0,14,7733,7733
27.023683931320033,14,7733,7734
3.747675115988442,14,7734,7735
2.3074527618550205,14,7735,7736
2.099311978168543,14,7736,7737
2.2084031024863156,14,7737,7738
1.4373603911688502,14,7738,7739
2.2292426833459777,15,7837,7838
2.2917180661518115,15,7838,7839
1.7166678162649665,15,7839,7840
1.3816579928908856,15,7840,7841
1.9239803816962202,15,7841,7842
2.948695375935975,15,7842,7843
0.0,15,7843,7843
25.35726008113795,15,7843,7844
1.9730073767451912,15,7844,7845
2.200352096496518,15,7845,7846
1.8340782964372195,15,7846,7847
1.0870256554882014,15,7847,7848
1.3936757666410964,15,7848,7849
1.8627232453967417,15,7849,7850
0.0,15,7850,7850
10.772147505927943,15,7850,7851
3.043018726604172,15,7851,7852
3.0334130400227504,15,7852,7853
2.764411268824805,15,7853,7854
2.5819046019712832,15,7854,7855
2.9001778052234815,15,7855,7856
0.0,15,7856,7856
17.749399512335856,15,7856,7857
3.65476673477546,15,7857,7858
3.5134839476019737,15,7858,7859
4.510570708024125,15,7859,7860
3.5763549465936886,15,7860,7861
47.461497386314264,15,7861,7862
2.3272930388657636,15,7862,7863
2.7810708141824247,15,7863,7864
2.079786541044948,15,7864,7865
2.034562519937672,15,7865,7866
1.9040731699269005,15,7866,7867
2.086487095925499,15,7867,7868
22.170148777787215,15,7868,7869
2.0572646663386505,15,7869,7870
1.2389974200540586,15,7870,7871
1.713064037363298,15,7871,7872
2.4353029844454936,15,7872,7873
2.597172733666511,15,7873,7874
3.439770110126361,15,7874,7875
0.0,15,7875,7875
5.028791763985292,15,7875,7876
3.0728743258149356,15,7876,7877
3.060985526066127,15,7877,7878
27.400106464614275,16,8062,8063
1.464920699507889,16,8063,8064
0.6818712890479899,16,8064,8065
0.8097484173890472,16,8065,8066
0.7380049078708466,16,8066,8067
0.7542662075378641,16,8067,8068
0.0,16,8068,8068
14.618561338754624,16,8068,8069
1.5628948649892702,16,8069,8070
0.9732958287729381,16,8070,8071
0.7495923818849819,16,8071,8072
0.643845402932778,16,8072,8073
1.441840983632218,16,8073,8074
1.3502886621036931,16,8074,8075
0.0,16,8075,8075
12.084130685486523,16,8075,8076
0.17853882545428434,16,8076,8077
0.29865361261766565,16,8077,8078
0.6257257929686862,16,8078,8079
1.1520417447472833,16,8079,8080
1.5938763219338992,16,8080,8081
1.4046842797185068,16,8081,8082
0.0,16,8082,8082
9.886077590828386,16,8082,8083
0.5963799647930881,16,8083,8084
0.319296327350023,16,8084,8085
0.9347513094374683,16,8085,8086
1.1866772390983975,16,8086,8087
3.0499943189685665,16,8087,8088
0.0,16,8088,8088
17.24736263102261,16,8088,8089
0.9129847733309711,16,8089,8090
0.44986665679074056,16,8090,8091
0.8655778366772476,16,8091,8092
0.5413592054861618,16,8092,8093
0.5504615140024965,16,8093,8094
0.645561100698011,16,8094,8095
0.0,16,8095,8095
32.88895807672917,16,8095,8096
0.901452144887433,16,8096,8097
0.8044375478764991,16,8097,8098
0.6970476547696701,16,8098,8099
0.7032644507082924,16,8099,8100
0.842664425381132,16,8100,8101
333.21028650181296,17,8157,8158
1.370784483884027,17,8158,8159
