dist,id_zoom,world_index,world_index_suiv
11.9564298637501,0,119,120
5.367068686772663,0,120,121
0.0,0,121,121
87.37065937451773,0,121,122
2.1085488863927533,0,122,123
3.267045498347323,0,123,124
0.0,0,124,124
38.71592391060742,0,124,125
8.869830117373812,0,125,126
0.0,0,126,126
61.968649240849,0,126,127
0.5700506322666014,0,127,128
0.8342109099789272,0,128,129
1.1906865760644045,0,129,130
0.0,0,130,130
19.178014166000242,0,130,131
1.449308393567846,0,131,132
2.5503383155860244,0,132,133
3.427718670186406,0,133,134
5.0800392923661875,0,134,135
0.2945080333248498,0,135,136
4.983669791295511,0,136,137
4.303121803027267,0,137,138
0.0,0,138,138
102.4258357116978,0,138,139
0.7552255880691267,0,139,140
4.294632976995895,0,140,141
0.0,0,141,141
46.12212739236471,0,141,142
1.8325738537138987,0,142,143
0.5058541852554779,0,143,144
0.0,0,144,144
14.920451967843302,0,144,145
4.778034021376592,0,145,146
2.106417678404712,0,146,147
0.0,0,147,147
27.894961636189464,0,147,148
0.0,0,148,148
50.80140615655924,0,148,149
1.03442455904525,0,149,150
0.2855562626190273,0,150,151
0.4127553756443847,0,151,152
403.381595162942,0,152,156
0.6923479984409566,0,156,157
1.9220400418516614,0,157,158
4.165945193297813,0,158,159
5.647482074154296,0,159,160
0.0,0,160,160
39.88975347797801,0,160,161
3.1218605967706643,0,161,162
32.90021947355358,0,162,163
2.8694541521779913,0,163,164
2.0337174038807433,0,164,165
100.14506243166983,1,289,290
2.378839619237224,1,290,291
2.061265478008378,1,291,292
0.0,1,292,292
11.334810023845687,1,292,293
3.3859891480561704,1,293,294
0.0,1,294,294
53.11481314274346,1,294,295
3.398689621456496,1,295,296
0.0,1,296,296
19.567209815496042,1,296,297
1.2705937167945267,1,297,298
4.582012453498052,1,298,299
1.0094617659799374,1,299,300
0.0,1,300,300
88.70499091946643,1,300,301
0.3568473713287676,1,301,302
1.2513965365748423,1,302,303
3.4779668335823595,1,303,304
4.911389332453992,1,304,305
0.0,1,305,305
24.273858821363408,1,305,306
4.697741445977216,1,306,307
2.714921469801157,1,307,308
0.0,1,308,308
28.020682279246312,1,308,309
4.325838180058424,1,309,310
3.350362649379928,1,310,311
1.4484697180245594,1,311,312
0.0,1,312,312
9.118737206601484,1,312,313
1.325742649522222,1,313,314
2.230663573939584,1,314,315
34.46252354996566,2,338,339
0.6026094325790285,2,339,340
2.881717792446479,2,340,341
2.469709613791525,2,341,342
0.0,2,342,342
29.265353718834707,2,342,343
4.417108991162297,2,343,344
1.7754015573771496,2,344,345
312.1670789218698,2,345,348
1.1986889126084046,2,348,349
0.5865298990518453,2,349,350
0.0,2,350,350
43.66464856815294,2,350,351
0.8897911192985085,2,351,352
3.2208784530136976,2,352,353
144.61212030478367,2,353,354
5.679485254856777,2,354,355
1.7020423903062163,2,355,356
2.77772409022157,2,356,357
0.5987336466149761,2,357,358
382.40440115633106,2,358,367
2.2874424097661743,2,367,368
2.045683707722228,2,368,369
20.941194883852422,3,384,385
1.4875251239992475,3,385,386
6.149068221898548,3,386,387
0.0,3,387,387
10.073728351022229,3,387,388
0.8023549926587819,3,388,389
4.183274479304983,3,389,390
13.841940464552655,3,390,391
10.344684751605993,3,391,392
0.0,3,392,392
269.307164744425,3,392,393
3.8395822274681866,3,393,394
1.5735107318820312,3,394,395
3.1629946601529673,3,395,396
0.0,3,396,396
99.62853885314404,3,396,397
0.9112464770447953,3,397,398
0.0,3,398,398
53.52981283518637,3,398,399
1.9930280255716801,3,399,400
0.0,3,400,400
20.750614484770395,3,400,401
4.998806158730253,3,401,402
0.0,3,402,402
32.053002112845064,3,402,403
30.724136691217264,4,470,471
6.176160416402269,4,471,472
3.052269600407646,4,472,473
353.30481099109124,4,473,475
5.330891740216985,4,475,476
5.752002505859009,4,476,477
3.1094557496570983,4,477,478
0.0,4,478,478
17.735905799449043,4,478,479
6.859691967056826,4,479,480
3.1298176749042463,4,480,481
3.435386039858003,4,481,482
0.0,4,482,482
3.8960742384467206,4,482,483
7.378239788071547,4,483,484
6.280844074384672,4,484,485
0.0,4,485,485
88.30545046446025,4,485,486
1.51654990122777,4,486,487
0.0,4,487,487
24.17434305706165,4,487,488
2.767525619417264,4,488,489
0.0,4,489,489
37.430317126117544,4,489,490
2.0409126460664293,4,490,491
4.924594634208946,4,491,492
1.9938716319455851,4,492,493
0.0,4,493,493
9.923520521376117,4,493,494
0.8495147144356054,4,494,495
0.0,4,495,495
74.4099785946788,4,495,496
0.9359355902802238,4,496,497
0.0,4,497,497
25.881805102993162,4,497,498
1.711870798019496,4,498,499
4.533006068423179,4,499,500
5.989794876871632,4,500,501
0.0,4,501,501
31.080997178058656,4,501,502
4.221157048400359,4,502,503
3.003343969113801,4,503,504
5.861814309269306,4,504,505
1.7914897794640006,4,505,506
3.2535276015826042,4,506,507
2.094148895132068,4,507,508
0.8541288463378062,4,508,509
0.0,4,509,509
7.973961499172929,4,509,510
2.4258723316647828,4,510,511
3.420097148890387,4,511,512
4.250644077663198,4,512,513
0.0,4,513,513
10.354602944504709,4,513,514
3.5688443664450613,4,514,515
2.556275082006888,4,515,516
0.0,4,516,516
17.88275066994353,4,516,517
8.53539022218329,4,517,518
4.3773926917310755,4,518,519
8.06187916086049,4,519,520
0.0,4,520,520
27.437572262200092,4,520,521
3.1968061080068075,4,521,522
1.882949198971053,4,522,523
0.6839434483209393,4,523,524
0.0,4,524,524
25.14338787865039,4,524,525
4.906238841898394,4,525,526
