world_index,etape,id_polygone
1181,3,1
1186,3,1
1197,3,1
1226,3,1
1287,3,1
1342,3,6
1423,3,6
1507,3,6
1525,3,6
1665,3,6
1749,3,6
1793,3,2
1814,3,4
