world_index,etape,id_polygone
41,1,1
46,1,1
87,1,1
120,1,1
264,1,1
293,1,1
318,1,1
337,1,1
351,1,1
383,1,1
420,1,1
483,1,1
954,1,1
809,1,4
866,1,2
