world_index,etape,id_polygone
2147,3,1
2169,3,1
2179,3,1
2216,3,1
2248,3,1
2261,3,1
2273,3,6
2338,3,6
2355,3,6
2900,3,6
2636,3,2
2725,3,2
2793,3,2
2814,3,2
