world_index,etape,id_polygone
1695,2,1
1697,2,1
1814,2,1
1850,2,1
1852,2,1
1735,2,2
1781,2,2
1910,2,2
1915,2,2
2411,2,2
2414,2,2
1975,2,3
1991,2,3
2125,2,3
2131,2,3
2672,2,3
2995,2,3
2997,2,3
3003,2,3
3006,2,3
3011,2,3
3021,2,3
3023,2,3
3067,2,3
3072,2,3
3081,2,3
3096,2,3
3098,2,3
3106,2,3
3255,2,3
2777,2,4
2815,2,4
2862,2,4
2878,2,4
2883,2,4
2883,2,4
2911,2,4
2940,2,4
3111,2,4
3115,2,4
3118,2,4
3124,2,4
3134,2,4
3137,2,4
3141,2,4
3153,2,4
3177,2,4
3180,2,4
3193,2,4
3199,2,4
3224,2,4
3230,2,4
