world_index,etape,id_polygone
628,2,1
634,2,1
686,2,1
987,2,1
1023,2,1
1044,2,1
1048,2,1
1082,2,1
1109,2,1
1111,2,1
1114,2,1
1121,2,1
842,2,4
895,2,3
1148,2,3
1152,2,3
1173,2,3
