world_index,etape,id_polygone
10,1,1
17,1,1
45,1,1
61,1,1
94,1,1
151,1,1
236,1,1
242,1,1
256,1,1
276,1,1
305,1,1
320,1,1
333,1,1
160,1,2
280,1,2
