world_index,etape,id_polygone
1,1,1
46,1,1
73,1,1
115,1,1
126,1,1
275,1,1
295,1,1
308,1,1
333,1,1
341,1,1
383,1,1
414,1,1
482,1,1
534,1,1
954,1,1
805,1,4
863,1,2
887,1,2
965,1,2
