world_index,etape,id_polygone
1268,2,2
1280,2,2
1290,2,2
1339,2,2
1362,2,2
1392,2,2
1397,2,2
1473,2,2
1512,2,2
1525,2,2
1551,2,2
1553,2,2
2270,4,2
1290,2,1
1339,2,1
