world_index,etape,id_polygone
21,1,1
45,1,1
66,1,1
113,1,1
132,1,1
138,1,1
148,1,1
173,1,1
195,1,1
257,1,1
282,1,1
295,1,1
312,1,1
324,1,1
475,1,3
736,1,2
777,1,2
820,1,2
836,1,2
