world_index,etape,id_polygone
3,1,1
107,1,1
180,1,1
205,1,1
213,1,1
265,1,1
417,1,1
475,1,1
492,1,1
530,1,1
879,1,1
1018,1,1
586,1,2
654,1,2
1088,1,2
1338,1,2
1617,1,2
