world_index,etape,id_polygone
3900,4,1
3918,4,1
3949,4,1
3968,4,1
3977,4,4
4433,4,4
4477,4,4
4063,4,2
4198,4,2
4283,4,2
4404,4,2
4412,4,2
4415,4,2
4421,4,2
4433,4,2
4439,4,2
4446,4,2
4453,4,2
4154,4,3
