world_index,etape,id_polygone
1695,2,1
1726,2,1
1824,2,1
1850,2,1
1856,2,1
1739,2,2
1789,2,2
2411,2,2
2414,2,2
1978,2,3
2107,2,3
2129,2,3
2995,2,3
2997,2,3
3003,2,3
3009,2,3
3011,2,3
3021,2,3
3023,2,3
3068,2,3
3073,2,3
3096,2,3
3104,2,3
2805,2,4
2859,2,4
2875,2,4
2881,2,4
2911,2,4
2984,2,4
3108,2,4
3113,2,4
3115,2,4
3135,2,4
3139,2,4
3151,2,4
3177,2,4
3190,2,4
3195,2,4
3228,2,4
3249,2,4
