world_index,etape,id_polygone
918,2,1
935,2,1
1789,2,1
1085,2,2
1792,2,2
1807,2,2
1149,2,3
1154,2,3
1160,2,3
1462,2,3
1859,2,3
1919,2,3
1963,2,3
1975,2,3
2052,2,3
1939,2,4
