world_index,id_fixation,x,y,zoom,etape,id_zoom
209,42,260298.41192411623,6255274.089555696,19.0,1,0
210,42,260298.5880022004,6255273.971368023,19.0,1,0
211,42,260299.10834317957,6255274.082540165,19.0,1,0
212,42,260300.64549836185,6255274.673670736,19.0,1,0
213,42,260301.0095969502,6255274.982027353,19.0,1,0
214,42,260291.4009276008,6255245.783870378,18.38391390532184,1,0
214,43,260288.9928537576,6255244.155147562,18.38391390532184,1,0
215,43,260289.99448301084,6255244.335735424,18.38391390532184,1,0
216,43,260282.1431594701,6255220.848222999,18.037620407358908,1,0
216,44,260309.2344340142,6255194.376665638,18.037620407358908,1,0
217,44,260309.4608426904,6255194.230622304,18.037620407358908,1,0
218,44,260312.1525236749,6255190.51650778,18.0,1,0
219,44,260312.04714335053,6255190.216512138,18.0,1,0
220,44,260311.25829439837,6255189.943886679,18.0,1,0
277,58,260339.4090056172,6255497.081460244,18.0,1,1
278,58,260337.85659352344,6255495.873712543,18.0,1,1
279,58,260337.73118957065,6255495.306396336,18.0,1,1
280,58,260339.695828718,6255495.123800322,18.0,1,1
281,58,260350.58372137183,6255577.772820227,17.426625473554058,1,1
281,59,260444.0327804533,6255571.223637062,17.426625473554058,1,1
282,59,260443.36152500872,6255571.000268703,17.426625473554058,1,1
283,59,260484.47990056567,6255638.922890254,17.054458215855004,1,1
284,59,260486.61604255252,6255638.513035285,17.054458215855004,1,1
285,59,260492.03211439127,6255648.741517996,17.000005770791706,1,1
285,60,260493.2307937013,6255657.613419215,17.000005770791706,1,1
286,60,260493.9128244604,6255656.063627327,17.000005770791706,1,1
287,60,260493.0662426879,6255656.696149937,17.0,1,1
288,60,260493.55993105585,6255655.59327001,17.0,1,1
289,60,260492.8309479688,6255655.465952536,17.0,1,1
290,60,260493.27515815588,6255655.702058793,17.0,1,1
1069,228,259698.50097617917,6246783.045653947,19.0,2,2
1070,228,259698.4476880417,6246782.910571338,19.0,2,2
1071,228,259699.54760371996,6246782.868862564,19.0,2,2
1072,228,259698.4479201865,6246792.2151748855,18.78740872861616,2,2
1073,228,259698.09192058747,6246791.7318671215,18.78740872861616,2,2
1073,229,259699.5518911376,6246791.308493975,18.78740872861616,2,2
1074,229,259689.147898057,6246831.689639871,18.1210700351258,2,2
1075,229,259689.94378574137,6246829.958593584,18.1210700351258,2,2
1076,229,259686.90063849423,6246837.469300255,18.00215554165841,2,2
1077,230,259702.8006719727,6246751.24963914,18.00215554165841,2,2
1078,230,259702.7038054368,6246751.78892062,18.0,2,2
1079,230,259701.71410514004,6246750.853490848,18.0,2,2
1080,230,259701.94782803845,6246750.731286063,18.0,2,2
1081,230,259701.86230049244,6246750.514515762,18.0,2,2
1082,230,259700.9952705473,6246749.808003731,18.0,2,2
1448,321,259541.92834763505,6246954.028130171,18.0,2,3
1449,321,259543.3639324496,6246952.985180178,18.0,2,3
1450,321,259543.98247805005,6246952.189484409,18.0,2,3
1451,321,259543.77974735468,6246950.017360663,18.0,2,3
1452,321,259536.955013706,6246954.0615974525,17.949575302208824,2,3
1452,322,259536.06393774456,6246954.169717642,17.949575302208824,2,3
1453,322,259536.78572979683,6246954.013707693,17.949575302208824,2,3
1454,322,259389.4178172958,6247061.142436939,17.151343374831033,2,3
1455,322,259388.76469374343,6247060.58655274,17.151343374831033,2,3
1676,378,259515.60606832188,6247303.8370828,17.0,2,4
1677,378,259521.53545423888,6247295.430516062,17.0,2,4
1678,378,259536.74929909164,6247343.6715414245,16.223892642132135,2,4
1679,378,259540.9793243973,6247335.40819331,16.223892642132135,2,4
1680,378,259548.81080047908,6247341.894028795,16.012734441472915,2,4
1905,426,273604.78655561246,6250837.799327641,19.0,3,5
1906,426,273605.1238819945,6250837.723079389,19.0,3,5
1907,426,273604.6388728103,6250837.5936092045,19.0,3,5
1908,426,273604.4422072925,6250837.225726287,19.0,3,5
1909,426,273557.7177865583,6250845.335878541,18.34488544140993,3,5
1910,426,273558.4026934265,6250844.8442735,18.34488544140993,3,5
1910,427,273560.6156929763,6250849.477080466,18.34488544140993,3,5
1911,427,273529.77353947144,6250855.170759663,18.03180910756065,3,5
1912,427,273529.4413631598,6250854.350413193,18.03180910756065,3,5
1913,427,273525.6204822995,6250854.00248228,18.0,3,5
1914,427,273525.8796276886,6250851.743827243,18.0,3,5
1915,427,273526.1325883051,6250850.342374003,18.0,3,5
1991,448,273674.9564776258,6250701.327059986,18.0,3,6
1992,448,273676.14456902613,6250700.805066032,18.0,3,6
1993,448,273676.2813857637,6250700.167978928,18.0,3,6
1994,448,273674.0163921899,6250700.268579721,18.0,3,6
1994,449,273666.0227957036,6250680.382720516,18.0,3,6
1995,449,273665.6883396028,6250680.939273168,18.0,3,6
1996,449,273673.18096184963,6250676.3510078,17.9334132701188,3,6
1997,449,273674.01151017164,6250676.174722039,17.9334132701188,3,6
1998,449,273767.1290746477,6250603.986288423,17.19072810519251,3,6
1998,450,273703.58798571833,6250646.319860141,17.19072810519251,3,6
1999,450,273702.0836950029,6250646.0686685005,17.19072810519251,3,6
2000,450,273724.35342714895,6250626.099451273,17.008575098669386,3,6
2001,450,273725.8116526482,6250624.831910921,17.008575098669386,3,6
2002,450,273725.2615457169,6250622.146549546,17.0,3,6
2161,483,273743.2443950978,6250788.121088935,17.0,3,7
2162,483,273740.30898584164,6250787.543778,17.0,3,7
2163,483,273740.29565953603,6250786.490410423,17.0,3,7
2164,483,273742.58550704084,6250788.479408595,16.96605409386268,3,7
2165,483,273743.62367891776,6250788.991830166,16.96605409386268,3,7
2165,484,273746.78031474457,6250794.681047735,16.96605409386268,3,7
2166,484,273802.6226253951,6250835.645334611,16.19864220032807,3,7
2167,484,273801.08529629133,6250835.062896137,16.19864220032807,3,7
2168,484,273819.5120684061,6250850.604811716,16.009512870729395,3,7
2169,484,273817.2369089218,6250848.0541170575,16.009512870729395,3,7
2169,485,273870.6772224837,6250860.154870369,16.009512870729395,3,7
2170,485,273868.3996316924,6250860.487710717,16.0,3,7
2171,485,273862.1126224048,6250858.507216684,16.0,3,7
2172,485,273858.1312690081,6250859.406588547,16.0,3,7
2173,485,273849.8500976808,6250856.055432726,16.0,3,7
2292,512,274252.74711541267,6250526.445454315,16.0,3,8
2293,512,274260.5054855199,6250531.952011932,16.0,3,8
2294,512,274295.3599660923,6250487.584476561,15.857052512866783,3,8
2295,512,274303.12884406577,6250481.233138114,15.857052512866783,3,8
2296,512,274481.75650192815,6250140.700120975,15.148090684692455,3,8
2296,513,274491.36565633613,6250267.188136899,15.148090684692455,3,8
2297,513,274490.9586142132,6250266.419521108,15.148090684692455,3,8
2298,513,274541.5479713594,6250195.888919323,15.004213044347564,3,8
2299,513,274540.8155945864,6250197.305258866,15.004213044347564,3,8
2300,513,274538.7461275428,6250199.014320469,15.0,3,8
2417,540,272742.5740900101,6252105.333634037,15.0,3,9
2418,540,272743.9008433288,6252078.635405844,15.0,3,9
2419,540,272742.2520717945,6252060.462220371,15.0,3,9
2420,540,272727.7164210332,6252024.576529559,15.0,3,9
2421,540,271858.950241275,6252750.43604219,14.1756157718809,3,9
2421,541,272029.1848345678,6252507.992771685,14.1756157718809,3,9
2422,541,272035.5139239182,6252522.336690628,14.1756157718809,3,9
2423,541,271836.7196874616,6252710.440474207,14.008130397336986,3,9
2424,541,271921.6885798401,6252713.219601862,14.008130397336986,3,9
2425,541,271956.8725443315,6252711.36844276,14.0,3,9
2426,541,271972.4871474671,6252697.232512826,14.0,3,9
2679,601,256211.9298689991,6255859.693972859,19.0,4,10
2680,601,256212.98459483328,6255857.922733856,19.0,4,10
2681,601,256214.35612795583,6255856.215441901,19.0,4,10
2681,602,256219.38793593485,6255850.581932004,19.0,4,10
2682,602,256219.3338106321,6255850.664061769,19.0,4,10
2683,602,256194.29977114877,6255853.119337038,18.4192354340624,4,10
2684,602,256193.9169098217,6255853.567246845,18.4192354340624,4,10
2685,602,256172.18322042757,6255855.853725882,18.045505230420268,4,10
2686,602,256172.7492196408,6255864.878131399,18.045505230420268,4,10
2686,603,256184.97341206676,6255847.238784128,18.045505230420268,4,10
2687,603,256185.4582881565,6255852.496697114,18.0,4,10
2688,603,256187.9083465283,6255852.649616471,18.0,4,10
2689,603,256189.52773185025,6255851.644800214,18.0,4,10
2690,603,256188.0814859912,6255846.399143471,18.0,4,10
2691,603,256186.0595095597,6255844.7974496735,18.0,4,10
2720,610,256255.89365638827,6255838.926584178,18.0,4,11
2721,610,256255.4478060405,6255839.578624935,18.0,4,11
2722,610,256256.91759503947,6255839.323989987,18.0,4,11
2723,610,256254.17439494547,6255834.634766913,17.449480816627045,4,11
2724,610,256254.02580885816,6255834.461470694,17.449480816627045,4,11
2724,611,256253.8567039781,6255824.917792312,17.449480816627045,4,11
2725,611,256246.9707069061,6255818.203017817,17.05605994309307,4,11
2726,611,256248.30421560808,6255819.061900362,17.05605994309307,4,11
2727,611,256248.02644467063,6255819.765188294,17.000009971942585,4,11
2728,611,256248.26330957317,6255820.539313162,17.000009971942585,4,11
2729,611,256248.46990005215,6255820.413303562,17.000009971942585,4,11
2729,612,256326.2341646902,6255847.146021,17.000009971942585,4,11
2730,612,256328.33144653775,6255845.031283232,17.0,4,11
2731,612,256329.16649334945,6255840.975652767,17.0,4,11
2732,612,256328.1748111918,6255839.322755204,17.0,4,11
2733,612,256323.62849077725,6255839.187595711,17.0,4,11
2734,612,256321.5048243829,6255838.626353225,17.0,4,11
2898,649,256301.9613666608,6256125.795805269,17.0,4,12
2899,649,256303.5332556628,6256124.519939644,17.0,4,12
2900,649,256304.5849403657,6256121.905472248,17.0,4,12
2901,649,256300.76035899503,6256118.697164172,17.0,4,12
2902,649,256286.557638575,6256167.248529525,16.665160902924182,4,12
2903,649,256286.34862065956,6256171.812090937,16.665160902924182,4,12
2903,650,256296.81080771048,6256166.547360611,16.665160902924182,4,12
2904,650,256270.40843618583,6256280.669097766,16.095438110611056,4,12
2905,650,256273.4586923804,6256281.720018039,16.095438110611056,4,12
2906,650,256269.0448213757,6256305.767575426,16.000811646126518,4,12
2907,650,256269.7629443157,6256307.236281638,16.000811646126518,4,12
3158,707,549719.6585036806,5745327.4489668,10.0,5,13
3159,707,547744.0565222747,5745218.499652759,10.0,5,13
3160,707,539569.2944467573,5743394.614722124,10.0,5,13
3161,707,540702.7287441476,5741942.80800414,10.702255765261407,5,13
3161,708,548546.5693496774,5740227.614206102,10.702255765261407,5,13
3162,708,549111.4162384553,5739882.016990408,10.702255765261407,5,13
3163,708,549447.8124357711,5740215.959023754,10.96732599660319,5,13
3164,708,550010.9393931531,5739750.786373881,10.96732599660319,5,13
3193,715,538953.2349431469,5744155.410278729,12.0,5,14
3194,715,537317.1112346222,5744387.05673372,12.0,5,14
3195,715,536898.4502897349,5744426.402302629,12.160936109251264,5,14
3195,716,540205.8863346014,5745471.33744049,12.160936109251264,5,14
3196,716,539375.1702498358,5745310.747969338,12.160936109251264,5,14
3197,716,539398.8044478671,5745047.162604229,12.810196943365211,5,14
3197,717,540562.0170409654,5745259.001826486,12.810196943365211,5,14
3198,717,540516.7840651439,5745254.293072206,12.810196943365211,5,14
3199,717,540428.480234759,5745163.368473379,12.9972519419354,5,14
3200,717,540422.7342048738,5745049.408514367,12.9972519419354,5,14
3200,718,540643.7443713255,5745143.566443838,12.9972519419354,5,14
3201,718,540660.2970311978,5745120.146263599,13.0,5,14
3202,718,540700.8614854002,5745102.715455859,13.0,5,14
3203,718,540891.6077999674,5745012.5722242985,13.0,5,14
3204,718,540986.468133675,5744947.819910349,13.0,5,14
3205,718,541015.5372483166,5744889.059513444,13.0,5,14
3206,718,540974.3681215395,5744834.153084123,13.0,5,14
3378,760,560914.5241261023,5994592.838211535,11.0,6,15
3379,760,560898.4155612387,5994510.425057309,11.0,6,15
3380,760,561231.2150997873,5994226.1294441465,11.0,6,15
3381,760,561254.8509087808,5994256.12962334,11.0,6,15
3382,760,561308.7137858636,5994287.359923052,11.0,6,15
3383,760,560831.7010633114,5994134.317795091,11.48877588030004,6,15
3383,761,560510.8347028614,5993853.659079984,11.48877588030004,6,15
3384,761,560471.9454942613,5993911.3757522805,11.48877588030004,6,15
3385,761,560443.43942192,5993908.077981251,11.938411509421526,6,15
3386,761,560379.3992063116,5994020.585126073,11.938411509421526,6,15
3387,761,560267.5290969332,5994088.313026668,12.0,6,15
3388,761,560313.5651272,5994066.842503146,12.0,6,15
3388,762,560318.0854100635,5994275.055162269,12.0,6,15
3389,762,560393.4584478847,5994212.486312239,12.0,6,15
3390,762,560370.1134940536,5994163.062530066,12.0,6,15
3391,762,560286.124145404,5994113.163921373,12.0,6,15
3392,762,560289.1048640992,5994089.476720678,12.0,6,15
3393,762,560308.9617428613,5994091.130002654,12.0,6,15
3393,763,560229.3199134825,5995307.92339499,12.0,6,15
3394,763,560193.6103349245,5995331.135769165,12.0,6,15
3395,763,560199.1956287966,5995313.923922877,12.0,6,15
3396,763,560230.3674294438,5995278.59732184,12.0,6,15
3397,763,560273.9147892224,5995214.500662128,12.0,6,15
3398,763,560381.7826906478,5995113.475784464,12.0,6,15
3398,764,560719.2424724388,5996625.185650515,12.0,6,15
3399,764,560752.929186145,5996649.195142787,12.0,6,15
3400,764,560742.0057159449,5996660.753355174,12.0,6,15
3401,764,560696.1227673427,5996649.542036773,12.0,6,15
3402,764,560723.1963531439,5996544.440539712,12.0,6,15
3403,764,560772.3005773427,5996496.768449157,12.0,6,15
3403,765,560531.9295609177,5996027.654608883,12.0,6,15
3404,765,560536.9921902496,5996048.935693845,12.0,6,15
3405,765,560381.5596873696,5995246.3472869815,12.647051905762687,6,15
3406,765,560587.0864091093,5995267.332073321,12.647051905762687,6,15
3407,765,560502.2384033,5994993.525309157,12.975996392172432,6,15
3407,766,560389.976989646,5995522.027066159,12.975996392172432,6,15
3408,766,560412.6940996465,5995550.518094387,12.975996392172432,6,15
3409,766,560395.5891790369,5995515.731307051,13.0,6,15
3410,766,560325.937021705,5995490.270272569,13.0,6,15
