world_index,id_fixation,x,y,zoom,etape,id_zoom
1692,275,273609.88704304263,6250859.861281155,19.0,3,0
1693,275,273610.04308041336,6250859.945102336,19.0,3,0
1694,275,273609.8311067291,6250860.033248159,19.0,3,0
1695,275,273609.69012124976,6250859.967013857,19.0,3,0
1696,275,273609.932882117,6250859.464836377,19.0,3,0
1697,275,273618.2939808865,6250877.759663018,18.58105971973007,3,0
1698,275,273618.90739521105,6250878.033463831,18.58105971973007,3,0
1699,275,273619.4581318627,6250878.381682959,18.58105971973007,3,0
1699,276,273614.0398252031,6250875.548082243,18.58105971973007,3,0
1700,276,273632.0396714133,6250923.814557518,17.85044536050621,3,0
1701,276,273631.8095665345,6250925.89130048,17.85044536050621,3,0
1702,276,273631.81525187986,6250927.081470682,17.85044536050621,3,0
1703,276,273661.0990838894,6251007.577691677,17.123487672092786,3,0
1704,276,273660.2721268065,6251007.142522921,17.123487672092786,3,0
1705,276,273659.83989085595,6251005.971110172,17.123487672092786,3,0
1706,277,273769.35647148057,6251122.09450689,16.340180718193775,3,0
1707,277,273768.1363096706,6251121.441508162,16.340180718193775,3,0
1708,277,273764.3726055264,6251122.228847774,16.340180718193775,3,0
1709,277,273801.0925620079,6251201.075925238,16.027630214043597,3,0
1710,277,273795.8572576602,6251204.516320294,16.027630214043597,3,0
1711,277,273790.59701307554,6251208.870704635,16.027630214043597,3,0
1712,277,273788.4492984443,6251218.467060628,16.0,3,0
1880,306,274689.28842260584,6250270.166538221,16.0,3,1
1881,306,274693.2737397241,6250268.941107537,16.0,3,1
1882,306,274694.74018006166,6250267.601506293,16.0,3,1
1883,306,274694.18020186585,6250267.396460579,16.0,3,1
1884,306,274695.1243877035,6250268.707845934,16.0,3,1
1885,306,274783.0643960387,6250215.927556194,15.886739640622864,3,1
1889,307,273518.18187991297,6250998.113216519,15.135590882894885,3,1
1890,307,273502.9280569963,6251001.316052759,15.135590882894885,3,1
1891,307,273472.8239244536,6251010.088749711,15.003675216619898,3,1
1892,307,273459.20282674185,6251012.407762353,15.003675216619898,3,1
1893,307,273452.40638828033,6251008.048263985,15.003675216619898,3,1
1894,307,273449.4252885056,6251003.957307454,15.0,3,1
1895,307,273442.6879184284,6251004.5167047605,15.0,3,1
2513,415,256230.5587457841,6255841.460857451,19.0,4,2
2514,415,256230.39469554505,6255841.356354869,19.0,4,2
2515,415,256230.3579627796,6255841.318278795,19.0,4,2
2516,415,256230.0493733796,6255841.786358872,19.0,4,2
2516,416,256210.08151041076,6255840.023999804,19.0,4,2
2517,416,256210.0789647447,6255840.978611767,19.0,4,2
2518,416,256207.70746642584,6255841.204954446,18.842614741506267,4,2
2519,416,256207.7801013925,6255840.978289334,18.842614741506267,4,2
2519,417,256205.38286167756,6255833.358727465,18.842614741506267,4,2
2520,417,256205.57027970804,6255833.26644514,18.842614741506267,4,2
2521,417,256190.10947781708,6255824.103059725,18.12673533314152,4,2
2522,417,256190.68842944212,6255823.784705184,18.12673533314152,4,2
2523,417,256191.23423820705,6255823.46304105,18.12673533314152,4,2
2523,418,256201.9934934843,6255841.321456298,18.12673533314152,4,2
2524,418,256200.14215725876,6255841.28140075,18.002957669131774,4,2
2525,418,256201.2964434164,6255842.759355908,18.002957669131774,4,2
2526,418,256201.7191815404,6255844.215367693,18.002957669131774,4,2
2527,418,256200.81642027613,6255845.192371326,18.0,4,2
2528,418,256200.03211593584,6255845.392765647,18.0,4,2
2529,418,256199.8298977907,6255844.49604623,18.0,4,2
2876,482,256086.88815926868,6255637.112563505,18.0,4,3
2877,482,256088.89098340712,6255636.846799811,18.0,4,3
2878,482,256095.1655889795,6255636.558874728,18.0,4,3
2879,482,256100.205734442,6255639.022056521,18.0,4,3
2880,482,256101.66455486632,6255642.883635474,18.0,4,3
2880,483,256125.2011853931,6255676.124759379,18.0,4,3
2881,483,256127.87707338997,6255678.528184224,18.0,4,3
2882,483,256109.86647069803,6255667.731342122,17.761244752897344,4,3
2883,483,256117.24798574505,6255666.893820618,17.761244752897344,4,3
2884,483,256122.9211335246,6255663.57743686,17.761244752897344,4,3
2885,483,256042.48351510795,6255619.003315594,17.11559014446575,4,3
2886,483,256048.5101292294,6255625.230810019,17.11559014446575,4,3
2886,484,256036.3685600152,6255644.813245257,17.11559014446575,4,3
2887,484,256048.02985207463,6255649.083652854,17.11559014446575,4,3
2888,484,256045.9386685122,6255643.87997376,17.001815659991088,4,3
2889,484,256056.9675374469,6255644.729532239,17.001815659991088,4,3
2890,484,256060.06282564887,6255640.803165349,17.001815659991088,4,3
2891,484,256060.3985274698,6255636.567701729,17.0,4,3
2892,484,256073.74348990968,6255632.981977302,17.0,4,3
3947,656,572744.8378589287,5747259.181023492,10.0,5,4
3948,656,572155.7796140644,5747572.025273637,10.0,5,4
3949,656,571226.9675493229,5747925.050180383,10.0,5,4
3950,656,567169.3118581282,5747852.322369408,10.297588896174284,5,4
3951,656,566227.2095376233,5748233.770362431,10.297588896174284,5,4
3952,657,553467.7840014413,5747804.346122599,10.297588896174284,5,4
3953,657,553174.0048676382,5747260.462891989,10.869307865229596,5,4
3954,657,552719.2815374419,5747249.484111895,10.869307865229596,5,4
3955,657,552358.450659579,5747289.859949386,10.869307865229596,5,4
3956,657,552251.8956542667,5747170.246458529,10.999688411521513,5,4
3957,657,552005.6696694312,5747062.51384075,10.999688411521513,5,4
3958,657,551873.8903832893,5746921.865930705,10.999688411521513,5,4
3959,657,551753.0076609256,5746782.550693906,11.0,5,4
3998,664,553300.1778011102,5748052.851868535,11.0,5,5
3999,664,553242.0898700882,5748081.518597087,11.0,5,5
4000,664,553190.1864383105,5748105.909426719,11.0,5,5
4001,664,553140.5967265473,5748126.45243937,11.0,5,5
4001,665,550790.1283651977,5748322.946970438,11.0,5,5
4002,665,550749.2861771182,5748352.400976121,11.0,5,5
4003,665,550771.2468353263,5748444.738742687,11.0,5,5
4004,665,553245.2318875446,5747584.902999987,11.680759953417889,5,5
4005,665,553281.7994135664,5747659.19596457,11.680759953417889,5,5
4006,665,553314.4133248137,5747730.548274686,11.680759953417889,5,5
4007,665,554053.1916807201,5747448.035676836,11.982096376229975,5,5
4008,665,554005.8589652376,5747455.540946785,11.982096376229975,5,5
4008,666,554116.4665560693,5747652.882467275,11.982096376229975,5,5
4009,666,554089.3294572737,5747633.806676609,11.982096376229975,5,5
4010,666,554123.8697607358,5747596.9954302255,12.0,5,5
4011,666,554101.9156631704,5747550.211486684,12.0,5,5
4012,666,554032.689947618,5747519.633150847,12.0,5,5
4013,666,553997.2777848653,5747549.810467395,12.0,5,5
4014,666,553968.3234814721,5747595.182232582,12.0,5,5
4884,811,537435.4806840225,5745544.976940773,12.0,5,6
4885,811,537365.8853855946,5745554.60878443,12.0,5,6
4886,811,537260.7467115585,5745568.779772797,12.0,5,6
4887,811,537160.7865715433,5745599.70254238,12.0,5,6
4888,811,537087.2308317675,5745624.794540706,12.0,5,6
4889,811,537012.6669398872,5745659.363387504,12.0,5,6
4890,811,537778.65991817,5744899.062351196,12.44684736196669,5,6
4891,811,537744.9580451939,5744952.770198897,12.44684736196669,5,6
4891,812,539253.8917825436,5744687.0466695735,12.44684736196669,5,6
4892,812,539277.2212567389,5744736.314360488,12.44684736196669,5,6
4893,812,539615.0727605224,5744007.071423761,13.099316706780414,5,6
4894,812,539625.2817952798,5744033.09160158,13.099316706780414,5,6
4895,812,539632.9993029585,5744071.988667048,13.099316706780414,5,6
4895,813,540006.1986218364,5744144.576465843,13.099316706780414,5,6
4896,813,540078.1998606918,5743541.051033417,13.896800729972242,5,6
4897,813,540113.6234490933,5743554.325849928,13.896800729972242,5,6
4898,813,540132.9302443898,5743565.445565088,13.896800729972242,5,6
4899,813,540115.8982477086,5743161.757408281,14.774953511792146,5,6
4900,813,540121.265332654,5743167.866549113,14.774953511792146,5,6
4901,813,540129.3817785924,5743170.545498667,14.774953511792146,5,6
4902,814,540025.5255137138,5743034.680330124,14.999326822782654,5,6
4903,814,540032.0547590085,5743035.355673807,14.999326822782654,5,6
4904,814,540040.2607573775,5743035.209221145,14.999326822782654,5,6
4905,814,540054.9370497628,5743033.218096794,15.0,5,6
4906,814,540069.8852009379,5743029.259261437,15.0,5,6
4907,814,540076.0139347188,5743030.799372326,15.0,5,6
4908,814,540093.2402690931,5743032.050404892,15.0,5,6
4934,819,540814.7652720618,5743096.660332391,15.0,5,7
4935,819,540825.4749746519,5743098.091885144,15.0,5,7
4936,819,540834.7768726491,5743102.111918996,15.0,5,7
4937,819,540852.1243055544,5743107.714195366,15.0,5,7
4938,819,540873.0352609205,5743111.59614819,15.0,5,7
4939,819,540887.469221719,5743111.872002716,15.0,5,7
4940,819,540897.7005441076,5743108.378767976,15.0,5,7
4944,820,540520.5715793638,5744246.259875039,14.013952347051983,5,7
4945,820,540530.479726027,5744261.074785109,14.013952347051983,5,7
4946,820,540550.255409976,5744252.948848662,14.013952347051983,5,7
4947,820,540577.9549110029,5744259.423836263,14.0,5,7
6211,1038,572951.8325539753,5984757.959172817,11.0,6,8
6212,1038,573021.0560826467,5984790.09484123,11.0,6,8
6213,1038,573051.9873263924,5984857.736708275,11.0,6,8
6214,1038,573053.741204891,5984925.964112687,11.0,6,8
6215,1038,572996.6329965217,5984997.758866601,11.0,6,8
6216,1039,559475.0170494961,5989604.511001797,11.0,6,8
6217,1039,559397.124724854,5989700.302946777,11.0,6,8
6218,1039,559747.2953033481,5990238.030566487,11.144362994667553,6,8
