id_pan,pourcentage,nbr_point_t
0,0.1076923076923077,65
1,0.35714285714285715,28
2,0.061224489795918366,49
4,0.6842105263157895,19
5,0.21052631578947367,38
6,0.16,25
7,0.09803921568627451,51
8,0.2222222222222222,81
9,0.02643171806167401,227
10,0.03896103896103896,77
11,0.6666666666666666,12
12,0.041666666666666664,24
14,0.14925373134328357,67
15,0.1388888888888889,36
16,0.13333333333333333,30
17,0.32142857142857145,28
18,0.6,20
19,0.02857142857142857,70
20,0.05,120
21,0.2,25
22,0.21428571428571427,14
24,0.45454545454545453,11
25,0.22727272727272727,66
26,0.08163265306122448,49
27,0.125,24
28,0.08,25
29,0.11764705882352941,17
30,0.2876712328767123,73
31,0.125,40
32,0.11764705882352941,17
33,0.7647058823529411,17
34,0.6111111111111112,18
35,0.1,70
37,0.02097902097902098,143
41,0.05263157894736842,38
