id_pan,pourcentage,nbr_point_t
1,0.3333333333333333,15
2,0.10714285714285714,28
3,0.03333333333333333,30
4,0.45454545454545453,11
5,0.06666666666666667,15
6,0.029411764705882353,34
7,0.1282051282051282,39
8,0.5,12
9,0.047619047619047616,21
10,0.10344827586206896,58
11,0.125,24
13,0.06060606060606061,66
14,0.18181818181818182,22
16,0.13333333333333333,15
18,0.2631578947368421,19
19,0.21052631578947367,19
20,0.18181818181818182,11
21,0.125,24
23,0.3333333333333333,27
24,0.11904761904761904,42
27,0.04918032786885246,61
29,0.25806451612903225,31
30,0.4166666666666667,12
31,0.10714285714285714,28
32,0.35714285714285715,14
33,0.29411764705882354,17
34,0.1111111111111111,36
39,0.10526315789473684,38
40,0.43478260869565216,23
41,0.15384615384615385,26
42,0.4166666666666667,12
43,0.4583333333333333,24
44,0.058823529411764705,34
46,0.23529411764705882,17
47,0.47058823529411764,17
