world_index,id_fixation,x,y,zoom,etape,id
892,187,259695.8764627989,6246718.678079411,19.0,2,1
893,187,259678.3541477599,6246707.31193881,19.0,2,1
894,187,259670.85379543135,6246698.127647596,19.0,2,1
897,188,259683.21976987392,6246712.717607324,19.0,2,1
898,188,259683.83011467097,6246708.802056832,19.0,2,1
899,188,259685.19226812455,6246706.0093949465,19.0,2,1
900,188,259685.5474825092,6246704.372585054,19.0,2,1
905,190,259685.21927952097,6246729.896432565,19.0,2,1
906,190,259686.5786481184,6246734.023928977,19.0,2,1
907,190,259687.50219526736,6246743.852899446,19.0,2,1
923,193,259685.85707992452,6246704.427402299,19.0,2,1
924,193,259686.17856850493,6246704.896866262,19.0,2,1
925,193,259686.2327450628,6246705.305689128,19.0,2,1
926,193,259685.69675421703,6246706.25115207,19.0,2,1
927,193,259684.32308546852,6246707.282512021,19.0,2,1
928,193,259684.08835455475,6246707.747170826,19.0,2,1
928,194,259679.85019641492,6246717.552288489,19.0,2,1
929,194,259679.1092025679,6246718.33829706,19.0,2,1
930,194,259679.4796909489,6246718.401052427,19.0,2,1
931,194,259679.33805623927,6246718.632276642,19.0,2,1
932,194,259678.9214383388,6246718.885604586,19.0,2,1
933,194,259678.4637993361,6246719.224560452,19.0,2,1
934,194,259678.6143865895,6246719.753935128,19.0,2,1
941,197,259691.84194085991,6246675.280753759,19.0,2,1
947,198,259693.4809568551,6246677.883717606,19.0,2,1
948,198,259696.5926492155,6246686.442502148,19.0,2,1
949,198,259697.5395515693,6246689.0956126265,19.0,2,1
954,200,259699.0415628918,6246712.819322914,19.0,2,1
955,200,259699.4274277793,6246720.419372667,19.0,2,1
956,200,259698.3348928242,6246726.672805644,19.0,2,1
957,200,259697.99414944072,6246730.434821717,19.0,2,1
959,201,259677.3800119047,6246707.644878617,19.0,2,1
960,201,259678.2098819592,6246711.22591321,19.0,2,1
961,201,259680.25439351515,6246716.587970107,19.0,2,1
962,201,259680.5950514736,6246718.570078674,19.0,2,1
962,202,259681.04276408715,6246707.554445538,19.0,2,1
963,202,259680.3485660748,6246710.763407116,19.0,2,1
964,202,259680.56101813927,6246713.707642914,19.0,2,1
965,202,259679.91763093835,6246713.988783114,19.0,2,1
965,203,259657.7786906802,6246738.124881695,19.0,2,1
966,203,259657.47411625693,6246739.557741451,19.0,2,1
967,203,259658.37731516227,6246739.023849925,19.0,2,1
968,203,259658.5170021811,6246738.648701608,19.0,2,1
969,203,259659.06413245152,6246737.805319449,19.0,2,1
970,203,259660.24139195727,6246734.229916502,19.0,2,1
970,204,259643.559010042,6246734.633684341,19.0,2,1
971,204,259644.50143612383,6246733.357165215,19.0,2,1
972,204,259645.05582752236,6246731.553789315,19.0,2,1
973,204,259645.9379435288,6246724.821974,19.0,2,1
974,204,259647.6011348092,6246721.820864349,19.0,2,1
974,205,259640.5795385523,6246732.678465439,19.0,2,1
975,205,259642.4009540843,6246729.581233402,19.0,2,1
976,205,259646.52178947968,6246725.390020591,19.0,2,1
977,205,259648.8484599295,6246723.320823335,19.0,2,1
977,206,259639.5600420029,6246731.410537936,19.0,2,1
978,206,259641.96504721075,6246729.223172228,19.0,2,1
979,206,259646.1629530736,6246724.822243089,19.0,2,1
980,206,259648.21906534943,6246723.440241128,19.0,2,1
981,206,259649.58656641032,6246722.324233509,19.0,2,1
981,207,259665.72772946768,6246721.384113903,19.0,2,1
982,207,259668.2424887617,6246721.990044362,19.0,2,1
983,207,259678.2636143068,6246729.2551938025,19.0,2,1
984,207,259682.9142216053,6246736.780283086,19.0,2,1
984,208,259667.14052288263,6246720.484607495,19.0,2,1
985,208,259669.7152676369,6246728.880256913,19.0,2,1
986,208,259671.7351938676,6246735.670406849,19.0,2,1
986,209,259671.7654855853,6246721.197366232,19.0,2,1
987,209,259672.38946421808,6246734.504233377,19.0,2,1
988,209,259671.9790823453,6246738.719990937,19.0,2,1
989,209,259669.4450340781,6246743.456877521,19.0,2,1
990,209,259668.3083002094,6246747.244130287,19.0,2,1
990,210,259673.3203750051,6246729.454530989,19.0,2,1
991,210,259672.51162201952,6246737.11376107,19.0,2,1
992,210,259671.60059818087,6246740.863552822,19.0,2,1
992,211,259679.6819432641,6246730.415831733,19.0,2,1
993,211,259679.09814856824,6246733.215163177,19.0,2,1
994,211,259678.74729086048,6246733.905030141,19.0,2,1
994,212,259692.69687461996,6246725.900981901,19.0,2,1
995,212,259693.78064496632,6246724.988251697,19.0,2,1
996,212,259694.19194942957,6246722.907964136,19.0,2,1
997,212,259695.0612004256,6246716.585663631,19.0,2,1
