world_index,id_fixation,x,y,zoom,etape,id
1385,384,273638.6857703604,6250797.15288933,19.0,3,1
1386,384,273636.36883836467,6250799.260873823,19.0,3,1
1388,385,273605.92291133327,6250799.46478552,19.0,3,1
1389,385,273606.11942308606,6250801.471188967,19.0,3,1
1390,385,273606.3355484271,6250802.420995772,19.0,3,1
1391,386,273634.02397238225,6250807.218715661,19.0,3,1
1392,386,273635.6134931116,6250809.857939232,19.0,3,1
1393,386,273637.0419363931,6250811.418808404,19.0,3,1
1468,397,273180.140779687,6250979.999447002,17.0,3,6
1469,397,273174.5001645616,6250975.952504262,17.0,3,6
1470,397,273165.20209360594,6250969.865483526,17.0,3,6
1470,398,273144.3288619358,6250914.846959472,17.0,3,6
1471,398,273142.8568177159,6250911.745518116,17.0,3,6
1472,398,273142.11074962176,6250908.372297008,17.0,3,6
1472,399,273236.21602852136,6250906.24595681,17.0,3,6
1473,399,273234.3385570807,6250905.903598893,17.0,3,6
1474,399,273233.042659285,6250907.266111132,17.0,3,6
1479,400,273054.6052039814,6250939.319976531,17.0,3,6
1480,400,273052.8072119942,6250940.939430193,17.0,3,6
1481,400,273051.4711644316,6250945.260997337,17.0,3,6
1482,400,273050.0905250002,6250947.313760952,17.0,3,6
1483,400,273052.68481500266,6250950.153647933,17.0,3,6
1484,400,273055.4634180628,6250951.853136311,17.0,3,6
1484,401,273004.67423628445,6250916.138662899,17.0,3,6
1485,401,273006.2828922219,6250917.162661348,17.0,3,6
1486,401,273005.5051143544,6250917.393693357,17.0,3,6
1487,402,273016.01563993056,6250904.316051482,17.0,3,6
1488,402,273018.4155367212,6250904.684011282,17.0,3,6
1489,402,273024.7786084608,6250901.854810974,17.0,3,6
1489,403,273111.9682523181,6250899.141088228,17.0,3,6
1490,403,273115.85300708405,6250897.649797748,17.0,3,6
1491,403,273118.68037075474,6250896.149896423,17.0,3,6
1491,404,273122.16041587025,6250902.5795826055,17.0,3,6
1492,404,273123.9642167599,6250903.906882645,17.0,3,6
1493,404,273124.20781479246,6250904.1465254985,17.0,3,6
1494,405,273070.78648263565,6250882.931328867,17.0,3,6
1495,405,273070.86558621895,6250884.063193508,17.0,3,6
1496,405,273071.9589925094,6250887.560503024,17.0,3,6
1496,406,273123.27695526043,6250935.761160989,17.0,3,6
1497,406,273123.6682702652,6250936.464559278,17.0,3,6
1498,406,273124.86746692023,6250936.846588582,17.0,3,6
1505,407,273125.6690271178,6250906.400413818,17.0,3,6
1506,407,273125.5808343107,6250906.789900727,17.0,3,6
1507,407,273121.8171780757,6250906.433165777,17.0,3,6
1508,407,273120.535597516,6250907.299016856,17.0,3,6
1512,408,273108.0811056512,6250895.663153111,17.0,3,6
1513,408,273107.7937358302,6250895.970298828,17.0,3,6
1514,408,273107.0102174002,6250896.146667357,17.0,3,6
1514,409,273054.0821294011,6250884.611442846,17.0,3,6
1515,409,273053.02887287753,6250887.191082455,17.0,3,6
1516,409,273053.08901210286,6250888.70828235,17.0,3,6
1527,410,272852.35429832194,6250751.63333902,17.0,3,6
1528,410,272852.1333122964,6250754.254187665,17.0,3,6
1529,410,272851.99591466854,6250757.140819225,17.0,3,6
1547,412,273122.52587832906,6250993.754079119,16.0,3,6
1548,412,273124.6593173475,6250994.688048122,16.0,3,6
1549,412,273125.0381944671,6250995.60817827,16.0,3,6
1549,413,273224.0849016576,6251098.793762624,16.0,3,6
1550,413,273221.75532675657,6251098.485309904,16.0,3,6
1899,462,273391.27901972167,6251218.886529858,17.0,3,6
1900,462,273389.56142977835,6251218.136002578,17.0,3,6
1901,462,273387.95318388107,6251217.639110771,17.0,3,6
1902,462,273388.1428274609,6251216.78233183,17.0,3,6
1903,462,273386.18064855464,6251216.553452531,17.0,3,6
1903,463,273338.4624284795,6251162.142992426,17.0,3,6
1904,463,273338.6138699833,6251161.676776749,17.0,3,6
1905,463,273340.698172521,6251162.28461005,17.0,3,6
1909,464,273372.7214899267,6251367.226916893,17.0,3,6
1876,458,272228.6116867052,6251475.502937642,15.0,3,2
1877,458,272224.34344186774,6251492.253796266,15.0,3,2
1878,458,272232.5647473299,6251491.83555529,15.0,3,2
1879,458,272249.5177215892,6251478.724930809,15.0,3,2
