world_index,id_fixation,x,y,zoom,etape,id
173,30,260331.44088099137,6255404.396491541,19.0,1,1
174,30,260321.4791429313,6255407.000637457,19.0,1,1
175,30,260312.1926726956,6255409.944027547,19.0,1,1
195,36,260277.02593607112,6255347.635328787,19.0,1,1
196,36,260276.3733058813,6255347.5104715545,19.0,1,1
197,36,260275.98450237256,6255347.401529006,19.0,1,1
198,36,260275.6671654489,6255348.027199054,19.0,1,1
199,36,260277.2162630513,6255349.747983894,19.0,1,1
200,37,260323.25135364255,6255364.129995593,19.0,1,1
201,37,260319.99394325583,6255361.264314522,19.0,1,1
202,37,260320.6723718065,6255360.558878847,19.0,1,1
203,37,260323.9540258185,6255362.459568812,19.0,1,1
204,37,260325.8613276817,6255359.876065856,19.0,1,1
205,37,260323.38253232784,6255359.319859175,19.0,1,1
206,37,260320.18126327472,6255356.463634656,19.0,1,1
206,38,260323.94884906133,6255353.143635481,19.0,1,1
207,38,260322.00015022568,6255353.102830077,19.0,1,1
208,38,260324.49507382637,6255355.367866363,19.0,1,1
209,38,260319.15267750155,6255352.914967609,19.0,1,1
210,38,260319.3043069404,6255352.40646654,19.0,1,1
211,38,260323.12145633288,6255354.012638745,19.0,1,1
212,38,260319.8219484884,6255352.536263475,19.0,1,1
213,39,260293.37280261517,6255306.939972463,19.0,1,1
214,39,260296.97685071288,6255308.326808413,19.0,1,1
215,39,260297.9658846944,6255305.916541023,19.0,1,1
215,40,260317.3354819663,6255305.478560457,19.0,1,1
216,40,260314.33192061645,6255304.944082702,19.0,1,1
217,40,260313.9231618193,6255307.219027225,19.0,1,1
218,40,260318.2150181367,6255305.86271364,19.0,1,1
260,48,260298.27623385008,6255328.054385705,19.0,1,1
261,48,260300.3961415428,6255329.409536441,19.0,1,1
262,48,260298.7602008489,6255329.517556399,19.0,1,1
263,48,260295.77044418483,6255329.412688625,19.0,1,1
263,49,260282.39341318648,6255342.921468521,19.0,1,1
264,49,260279.59640957363,6255342.394208114,19.0,1,1
265,49,260277.55357234832,6255342.686669267,19.0,1,1
266,49,260276.9418094957,6255343.559516657,19.0,1,1
267,49,260275.4568831804,6255343.2164667975,19.0,1,1
273,51,260272.16745549013,6255342.470187277,19.0,1,1
274,51,260271.4252998626,6255342.223548112,19.0,1,1
275,51,260271.4746926184,6255343.505852649,19.0,1,1
278,51,260271.78598144947,6255343.257675835,19.0,1,1
279,51,260272.16043355217,6255343.372634442,19.0,1,1
280,51,260271.47863925504,6255343.565013758,19.0,1,1
280,52,260274.582182067,6255345.634749192,19.0,1,1
281,52,260273.6429508815,6255346.654615204,19.0,1,1
282,52,260274.59287728157,6255344.421542831,19.0,1,1
283,52,260272.3276445176,6255344.148975032,19.0,1,1
284,52,260272.21924014692,6255343.933473295,19.0,1,1
