world_index,id_fixation,x,y,zoom,etape,id
1823,409,273659.6672184661,6250801.946150032,19.0,3,1
1824,409,273655.3533395745,6250794.548224457,19.0,3,1
1827,410,273612.7019688281,6250804.426649615,19.0,3,1
1828,410,273609.0700550836,6250801.801514768,19.0,3,1
1829,410,273603.79598170257,6250798.752641843,19.0,3,1
1830,410,273602.4081153132,6250798.662727721,19.0,3,1
1831,410,273601.605119975,6250799.279844589,19.0,3,1
1833,411,273602.39952155453,6250791.586613206,19.0,3,1
1834,411,273602.62118243787,6250792.314075728,19.0,3,1
1835,411,273602.2387345518,6250795.228846296,19.0,3,1
1836,411,273602.5129489173,6250796.354887085,19.0,3,1
1836,412,273608.7628324842,6250799.723975757,19.0,3,1
1837,412,273608.7067082356,6250802.165726544,19.0,3,1
1838,412,273608.9170588442,6250802.589925917,19.0,3,1
1926,431,273388.7029431408,6250763.041604986,18.0,3,6
1927,431,273387.29216575663,6250762.185095135,18.0,3,6
1928,431,273386.6905855683,6250761.674825767,18.0,3,6
1930,432,273418.1733504313,6250707.349916699,18.0,3,6
1931,432,273415.7384122909,6250706.522891299,18.0,3,6
1932,432,273413.3500307951,6250705.576371222,18.0,3,6
1933,432,273411.5644766932,6250705.142100237,18.0,3,6
1934,432,273411.8755605042,6250705.450802826,18.0,3,6
1935,432,273414.3558593387,6250706.708235864,18.0,3,6
1935,433,273431.791109181,6250741.404919092,18.0,3,6
1936,433,273424.4371001901,6250742.011792927,18.0,3,6
1937,433,273424.92330532486,6250743.845172236,18.0,3,6
1938,433,273380.12055516354,6250728.211193135,18.0,3,6
1940,434,273258.5255281624,6250799.373552484,18.0,3,6
1941,434,273259.8993506759,6250798.825841324,18.0,3,6
1942,434,273239.6796091409,6250795.583826521,18.0,3,6
1943,434,273240.46526319673,6250795.071788856,18.0,3,6
1945,435,273173.7381616066,6250811.530570739,18.0,3,6
1946,435,273174.3020351841,6250811.23791738,18.0,3,6
1947,435,273174.57339635334,6250810.782157728,18.0,3,6
1948,435,273173.6281512453,6250810.244095325,18.0,3,6
1949,435,273171.54974303505,6250809.820703219,18.0,3,6
1950,435,273171.04399265203,6250809.977312937,18.0,3,6
1950,436,273193.47125949163,6250828.28042989,18.0,3,6
1951,436,273192.6585684119,6250828.395907454,18.0,3,6
1952,436,273192.09718070296,6250828.204085535,18.0,3,6
1953,436,273192.0540666873,6250828.381415097,18.0,3,6
1954,436,273191.68815708824,6250827.6304265205,18.0,3,6
1955,436,273191.7589488155,6250827.508029529,18.0,3,6
1955,437,273210.09176805336,6250821.781703194,18.0,3,6
1956,437,273211.14701498026,6250822.050061673,18.0,3,6
1957,437,273212.58732379926,6250820.675094464,18.0,3,6
1958,437,273212.4901357359,6250820.299331087,18.0,3,6
1959,437,273212.6647274244,6250820.239362712,18.0,3,6
1960,438,273412.9191047705,6250841.663756714,18.0,3,6
1961,438,273413.235963314,6250842.108176192,18.0,3,6
1962,438,273414.03229549935,6250842.279547357,18.0,3,6
1962,439,273419.09598410176,6250801.764951477,18.0,3,6
1963,439,273419.41362855554,6250802.023738081,18.0,3,6
1964,439,273419.0621216175,6250802.781376996,18.0,3,6
1965,440,273451.90678365907,6250689.006972885,18.0,3,6
1966,440,273452.12670187163,6250688.206914033,18.0,3,6
1967,440,273451.6501326809,6250687.980552636,18.0,3,6
1968,440,273452.269976742,6250687.769394761,18.0,3,6
1969,440,273451.977925629,6250687.409719055,18.0,3,6
1970,440,273450.3967765531,6250687.901363628,18.0,3,6
1970,441,273434.3779421473,6250700.301228318,18.0,3,6
1971,441,273422.126647968,6250673.09999758,18.0,3,6
1972,441,273421.1236897056,6250673.009122427,18.0,3,6
1972,442,273426.6196973301,6250702.475006461,18.0,3,6
1973,442,273395.0977611016,6250663.049649552,18.0,3,6
1973,443,273409.09188547474,6250693.006582321,18.0,3,6
1974,443,273409.8771465754,6250691.945372726,18.0,3,6
1975,443,273397.05427234137,6250679.348659282,18.0,3,6
1976,443,273396.36704501195,6250679.001496207,18.0,3,6
1977,443,273388.52513149753,6250676.41240631,18.0,3,6
1977,444,273405.4160188406,6250685.66210534,18.0,3,6
1978,444,273406.81377744925,6250685.4049717095,18.0,3,6
1979,444,273408.46740112564,6250685.692358616,18.0,3,6
1980,444,273412.48856258905,6250686.283700613,18.0,3,6
1981,444,273419.87466633547,6250690.154862832,18.0,3,6
1981,445,273402.67993922444,6250687.763739193,18.0,3,6
1982,445,273402.10882160394,6250689.059594276,18.0,3,6
1983,445,273432.950446514,6250709.754574366,18.0,3,6
1983,446,273407.9412763021,6250680.143497668,18.0,3,6
1984,446,273407.9641702117,6250680.440571773,18.0,3,6
1985,446,273429.29027758475,6250699.0455947565,18.0,3,6
1986,447,273402.3542602614,6250685.705168386,18.0,3,6
1987,447,273403.26471346087,6250687.45941165,18.0,3,6
1988,447,273403.03044384223,6250687.340320608,18.0,3,6
1989,447,273402.51946544705,6250686.759857488,18.0,3,6
1990,447,273400.6619151248,6250685.002860975,18.0,3,6
2011,452,272971.49932105246,6250685.640757735,17.0,3,6
2012,452,272969.9535379415,6250687.210314633,17.0,3,6
2013,452,272969.64293251064,6250688.456426718,17.0,3,6
2013,453,272879.3516593622,6250726.391805843,17.0,3,6
2014,453,272880.7825799698,6250727.350069727,17.0,3,6
2015,453,272881.33485282736,6250729.073468572,17.0,3,6
2016,453,272881.0642946534,6250730.4392098775,17.0,3,6
2017,454,272703.7539073757,6250682.920807504,17.0,3,6
2018,454,272702.74743387307,6250682.720682273,17.0,3,6
2019,454,272701.5496211037,6250680.8042313885,17.0,3,6
2020,454,272698.40643253253,6250679.7776189335,17.0,3,6
2021,454,272696.6453527034,6250678.945288638,17.0,3,6
2023,455,273074.1421147274,6250576.825988126,17.0,3,6
2024,455,273073.54868408747,6250577.527003055,17.0,3,6
2025,455,273072.31477069785,6250578.8969729,17.0,3,6
2026,455,273072.374568223,6250578.410537118,17.0,3,6
2027,455,273072.3305572445,6250577.929790643,17.0,3,6
2027,456,273144.5189838945,6250592.915733854,17.0,3,6
2028,456,273147.1054147937,6250592.2249443,17.0,3,6
2029,456,273147.391076114,6250592.509947848,17.0,3,6
2030,456,273146.79067479115,6250592.355337075,17.0,3,6
2031,456,273144.90302068624,6250593.552705634,17.0,3,6
2032,456,273144.31430550833,6250593.601295395,17.0,3,6
2036,457,273267.9382739289,6250470.499637,17.0,3,6
2037,457,273268.0655230624,6250471.401430664,17.0,3,6
2038,457,273272.02616943035,6250472.086569351,17.0,3,6
2039,457,273271.5063751715,6250472.945539445,17.0,3,6
2040,457,273271.6847426466,6250473.005930673,17.0,3,6
2041,457,273273.54653005063,6250475.286920086,17.0,3,6
2041,458,273262.9651016946,6250465.156031911,17.0,3,6
2042,458,273263.5595916049,6250467.280180957,17.0,3,6
2043,458,273263.18426816683,6250469.745380917,17.0,3,6
2044,458,273264.72861613723,6250471.622429503,17.0,3,6
2045,458,273255.2923206394,6250460.530886969,17.0,3,6
2046,458,273255.6217195781,6250458.465437736,17.0,3,6
2048,459,273146.384240694,6250700.85356706,17.0,3,6
2049,459,273135.45449232333,6250687.838154476,17.0,3,6
2050,459,273133.1499640428,6250688.730068734,17.0,3,6
2051,460,273160.38537675416,6250776.866098978,17.0,3,6
