world_index,id_fixation,x,y,zoom,etape,id
393,54,260323.46404489715,6255321.711807432,19.0,1,1
394,54,260323.1887712612,6255321.647783503,19.0,1,1
395,54,260322.7363431857,6255321.4959597215,19.0,1,1
396,54,260322.4981440154,6255321.252568845,19.0,1,1
397,55,260315.038488174,6255308.761098618,19.0,1,1
398,55,260314.9165012226,6255308.699246621,19.0,1,1
399,55,260314.42115560904,6255308.526433908,19.0,1,1
400,55,260313.49321761323,6255308.403614063,19.0,1,1
401,55,260312.8940634959,6255307.998673765,19.0,1,1
402,55,260312.6246841875,6255307.589485707,19.0,1,1
403,55,260312.2024794897,6255307.24653195,19.0,1,1
404,56,260325.1695899104,6255328.674904624,19.0,1,1
405,56,260324.8174337421,6255328.444641439,19.0,1,1
406,56,260324.13958608164,6255327.975042932,19.0,1,1
407,56,260323.1744369402,6255327.295708875,19.0,1,1
407,57,260333.55685913248,6255333.277304439,19.0,1,1
408,57,260332.48038408413,6255332.949035246,19.0,1,1
409,57,260331.25323635736,6255332.619766581,19.0,1,1
410,57,260329.8495150812,6255332.007128121,19.0,1,1
411,57,260328.6704958197,6255331.256581619,19.0,1,1
412,57,260327.89504151317,6255330.311445428,19.0,1,1
413,57,260327.36813989124,6255329.271282427,19.0,1,1
415,58,260339.42825853504,6255333.86510984,19.0,1,1
416,58,260338.84060262755,6255332.982210059,19.0,1,1
417,58,260338.00130164908,6255332.08695141,19.0,1,1
418,58,260337.134322959,6255331.365543389,19.0,1,1
418,59,260341.86112938955,6255331.847289337,19.0,1,1
419,59,260341.03170354525,6255331.463472514,19.0,1,1
420,59,260340.1006731632,6255331.401658958,19.0,1,1
421,59,260339.04177858727,6255331.347245346,19.0,1,1
422,59,260338.3153753364,6255330.747254063,19.0,1,1
423,59,260337.30918800764,6255329.860087302,19.0,1,1
424,59,260336.04264225427,6255328.921101713,19.0,1,1
424,60,260333.1540288328,6255332.253959492,19.0,1,1
425,60,260332.0306212697,6255331.289890977,19.0,1,1
426,60,260331.3552338503,6255330.984475117,19.0,1,1
427,60,260330.8145275426,6255331.013613597,19.0,1,1
428,60,260330.18063960565,6255330.938691569,19.0,1,1
429,60,260329.33312073877,6255330.813661351,19.0,1,1
430,60,260328.7191539202,6255330.911129181,19.0,1,1
431,60,260328.10622928708,6255331.065643851,19.0,1,1
431,61,260316.8849674116,6255313.731266026,19.0,1,1
432,61,260316.39385887975,6255313.656728411,19.0,1,1
433,61,260316.0660317617,6255313.359096908,19.0,1,1
434,61,260315.95159638356,6255313.176231804,19.0,1,1
435,61,260315.795951968,6255313.2246678,19.0,1,1
436,61,260315.62272708,6255313.212270492,19.0,1,1
437,61,260315.7916123761,6255313.167371092,19.0,1,1
448,63,260351.40286671772,6255307.134629425,19.0,1,1
449,63,260350.75119328836,6255307.53311159,19.0,1,1
450,63,260349.8269114841,6255307.929652471,19.0,1,1
451,63,260349.0035679024,6255308.234395609,19.0,1,1
452,63,260348.5346698799,6255308.150747414,19.0,1,1
453,63,260348.23636565427,6255307.752111483,19.0,1,1
454,63,260347.79196753213,6255306.778269277,19.0,1,1
