world_index,id_fixation,x,y,zoom,etape,id
110,26,260359.082987492,6255336.243720847,19.0,1,1
111,26,260345.445512644,6255336.711435733,19.0,1,1
112,26,260339.47296999884,6255337.087833391,19.0,1,1
113,26,260334.06339542576,6255337.556682294,19.0,1,1
114,26,260324.9100344811,6255338.179065614,19.0,1,1
114,27,260355.5784253912,6255333.10852806,19.0,1,1
115,27,260347.9944419524,6255331.567033285,19.0,1,1
116,27,260345.07984223505,6255329.281046509,19.0,1,1
116,28,260359.2855473373,6255336.519844462,19.0,1,1
117,28,260354.0014792271,6255330.681365733,19.0,1,1
118,28,260347.51778733663,6255322.747453583,19.0,1,1
118,29,260355.3854844049,6255335.489138013,19.0,1,1
119,29,260352.4444712664,6255328.45104191,19.0,1,1
120,29,260348.67111074732,6255322.23518527,19.0,1,1
127,33,260353.7557626536,6255343.8294512285,19.0,1,1
128,33,260352.8547164592,6255340.005025758,19.0,1,1
129,33,260351.1614555661,6255335.445968471,19.0,1,1
130,33,260351.41286144697,6255333.909009766,19.0,1,1
131,33,260351.5551453869,6255330.139574528,19.0,1,1
131,34,260347.506579572,6255334.519207205,19.0,1,1
132,34,260346.44213236868,6255333.32470252,19.0,1,1
133,34,260348.09671280548,6255332.189435827,19.0,1,1
134,34,260348.52382090036,6255331.889151876,19.0,1,1
135,34,260348.8060993892,6255331.074677548,19.0,1,1
136,34,260348.893437946,6255330.263086315,19.0,1,1
136,35,260342.98838107925,6255332.289017926,19.0,1,1
137,35,260342.45201436337,6255331.129475573,19.0,1,1
138,35,260341.92678707215,6255330.511301572,19.0,1,1
139,35,260340.9354636997,6255328.662007579,19.0,1,1
140,35,260339.7276049461,6255326.398316737,19.0,1,1
140,36,260339.16699460495,6255330.91535772,19.0,1,1
141,36,260337.1236277445,6255329.33480662,19.0,1,1
142,36,260336.0190136893,6255327.925030844,19.0,1,1
143,36,260336.40149574535,6255327.479112157,19.0,1,1
143,37,260319.86273040055,6255349.408874265,19.0,1,1
144,37,260319.1731795102,6255347.783769736,19.0,1,1
145,37,260317.9383264452,6255346.874787556,19.0,1,1
146,38,260308.4788705116,6255351.132138566,19.0,1,1
147,38,260308.26055828965,6255350.912773481,19.0,1,1
148,38,260308.0918438436,6255350.611989793,19.0,1,1
149,38,260308.43858406463,6255351.405994146,19.0,1,1
150,38,260307.93141562605,6255351.801497113,19.0,1,1
150,39,260298.72148622255,6255348.67312765,19.0,1,1
151,39,260301.7402190588,6255350.866259548,19.0,1,1
152,39,260305.68202066375,6255352.677496688,19.0,1,1
153,39,260308.05061772125,6255353.584806672,19.0,1,1
154,39,260312.29805301997,6255354.874049858,19.0,1,1
154,40,260320.85791498463,6255347.808795,19.0,1,1
155,40,260322.3914823155,6255348.2176755285,19.0,1,1
156,40,260324.54321937665,6255348.840443261,19.0,1,1
156,41,260324.6547161336,6255343.076117734,19.0,1,1
157,41,260325.242218276,6255343.437830829,19.0,1,1
158,41,260325.71089419333,6255344.508746843,19.0,1,1
159,41,260326.99920624588,6255346.659862437,19.0,1,1
160,41,260328.5970815438,6255347.75382399,19.0,1,1
160,42,260328.58532705883,6255339.431981803,19.0,1,1
161,42,260330.437871474,6255340.467916265,19.0,1,1
162,42,260334.13821067227,6255341.999512413,19.0,1,1
163,42,260336.68517520485,6255342.381291849,19.0,1,1
164,42,260337.45353923345,6255342.194832486,19.0,1,1
164,43,260337.34747550875,6255339.962394394,19.0,1,1
165,43,260338.28209374237,6255339.191474021,19.0,1,1
166,43,260338.48748969883,6255338.717858401,19.0,1,1
167,43,260338.6049320383,6255338.243762265,19.0,1,1
168,43,260338.9758646295,6255338.288200369,19.0,1,1
