world_index,id_fixation,x,y,zoom,etape,id
151,34,260330.70677240225,6255318.98787853,19.0,1,1
152,34,260329.12249677003,6255317.189154023,19.0,1,1
153,34,260329.79933641508,6255315.808824258,19.0,1,1
154,34,260329.9874081743,6255315.313316336,19.0,1,1
165,36,260297.5173690855,6255308.215828477,19.0,1,1
166,36,260296.64013939103,6255307.35549372,19.0,1,1
167,36,260294.1414229188,6255305.5551739,19.0,1,1
168,36,260291.94663163956,6255305.134809044,19.0,1,1
168,37,260291.44101793665,6255311.308505225,19.0,1,1
169,37,260291.11122604276,6255311.841454939,19.0,1,1
170,37,260291.96798789853,6255313.578865627,19.0,1,1
171,37,260291.65239364564,6255313.997414133,19.0,1,1
171,38,260288.24666831145,6255306.0935246125,19.0,1,1
172,38,260287.54285144003,6255305.742209881,19.0,1,1
173,38,260281.44632289765,6255308.743088884,19.0,1,1
174,38,260284.32015778788,6255308.62092254,19.0,1,1
203,45,260298.4927692313,6255303.306773072,19.0,1,1
204,45,260297.93280812044,6255303.425883335,19.0,1,1
205,45,260295.46200854995,6255303.118093727,19.0,1,1
206,45,260293.1954260704,6255301.865100656,19.0,1,1
207,45,260287.82938409568,6255300.296994915,19.0,1,1
224,49,260307.72863367567,6255302.557216433,19.0,1,1
225,49,260308.1333433261,6255303.354286477,19.0,1,1
226,49,260308.0486187754,6255303.777793907,19.0,1,1
227,50,260307.5431075825,6255313.99551129,19.0,1,1
228,50,260306.7371565381,6255315.060372805,19.0,1,1
229,50,260306.20721378492,6255315.43638605,19.0,1,1
231,51,260347.24726333277,6255319.5169648975,19.0,1,1
232,51,260347.309538184,6255319.844676691,19.0,1,1
233,51,260347.56046568463,6255320.421564773,19.0,1,1
234,51,260347.5810531183,6255320.9681803575,19.0,1,1
234,52,260344.21137714927,6255314.343539294,19.0,1,1
235,52,260343.72588958484,6255315.911135688,19.0,1,1
236,52,260343.5902004577,6255316.398167309,19.0,1,1
237,52,260343.3766549528,6255317.069236494,19.0,1,1
238,52,260343.711965304,6255317.227287759,19.0,1,1
246,53,260298.02803995056,6255305.650546681,19.0,1,1
247,53,260294.93394514755,6255311.286689806,19.0,1,1
248,53,260291.814769554,6255313.881782804,19.0,1,1
249,53,260286.48783516072,6255316.089214853,19.0,1,1
250,53,260285.1047696583,6255316.444911889,19.0,1,1
253,54,260338.3529110972,6255331.063625684,19.0,1,1
254,54,260337.5231264677,6255330.265681101,19.0,1,1
255,54,260333.83442215933,6255326.855671701,19.0,1,1
256,54,260332.0178587693,6255325.9982777005,19.0,1,1
257,54,260328.20002597655,6255325.317233007,19.0,1,1
257,55,260343.4226819621,6255329.485188853,19.0,1,1
258,55,260341.2689117852,6255328.059325407,19.0,1,1
259,55,260340.79564000084,6255327.015952561,19.0,1,1
260,55,260340.3814652564,6255325.605004326,19.0,1,1
261,55,260339.1524381789,6255323.871341663,19.0,1,1
264,56,260314.59127102565,6255312.718281,19.0,1,1
265,56,260313.72215670964,6255308.861680191,19.0,1,1
268,57,260303.76345978084,6255315.966491111,19.0,1,1
269,57,260301.71988790025,6255308.288136499,19.0,1,1
270,58,260295.0078036337,6255311.596814721,19.0,1,1
271,58,260296.4796770035,6255314.2657918325,19.0,1,1
282,59,260303.72614612512,6255323.942496447,19.0,1,1
283,59,260304.81842480515,6255314.864668319,19.0,1,1
284,59,260305.18219877832,6255312.076830812,19.0,1,1
284,60,260302.7628421645,6255313.129141253,19.0,1,1
285,60,260303.06273529577,6255306.743873954,19.0,1,1
286,60,260303.1894035391,6255305.638697161,19.0,1,1
287,60,260301.2808544704,6255303.287014261,19.0,1,1
288,60,260300.3797911909,6255302.294768298,19.0,1,1
288,61,260304.8136239181,6255302.37315965,19.0,1,1
289,61,260302.73453230757,6255302.275038318,19.0,1,1
290,61,260301.5756220995,6255303.174881088,19.0,1,1
291,61,260299.477617386,6255306.671527491,19.0,1,1
292,61,260298.30112670557,6255309.703024963,19.0,1,1
293,61,260296.56453823423,6255316.613342297,19.0,1,1
293,62,260305.90940502452,6255310.930127841,19.0,1,1
294,62,260305.3700313474,6255314.0335873645,19.0,1,1
295,62,260305.06661870464,6255317.415342433,19.0,1,1
296,62,260304.5916384196,6255317.065142498,19.0,1,1
296,63,260307.3801336989,6255317.874388814,19.0,1,1
297,63,260307.1280444177,6255318.3549046405,19.0,1,1
298,63,260306.8896573124,6255318.886259043,19.0,1,1
